I,Time,AltitudeM,DistanceM,HeartRate,Speed,RunCadence
0,2020-05-31T17:41:33.000Z,115.19999694824219,0.0,94,1.4739999771118164,59
1,2020-05-31T17:41:34.000Z,114.5999984741211,1.5399999618530273,94,1.1100000143051147,95
2,2020-05-31T17:41:38.000Z,114.4000015258789,9.390000343322754,95,2.13700008392334,90
3,2020-05-31T17:41:40.000Z,114.5999984741211,12.270000457763672,98,1.8940000534057617,93
4,2020-05-31T17:41:41.000Z,114.80000305175781,13.789999961853027,98,1.8940000534057617,96
5,2020-05-31T17:41:42.000Z,115.19999694824219,15.210000038146973,101,1.9220000505447388,96
6,2020-05-31T17:41:44.000Z,115.19999694824219,17.559999465942383,108,1.847000002861023,94
7,2020-05-31T17:41:45.000Z,115.19999694824219,18.459999084472656,113,1.7170000076293945,94
8,2020-05-31T17:41:46.000Z,115.19999694824219,18.829999923706055,118,1.4279999732971191,94
9,2020-05-31T17:41:47.000Z,115.19999694824219,19.5,117,1.184999942779541,93
10,2020-05-31T17:41:48.000Z,115.0,20.3700008392334,121,1.0169999599456787,92
11,2020-05-31T17:41:50.000Z,114.4000015258789,22.579999923706055,122,1.0820000171661377,93
12,2020-05-31T17:41:51.000Z,114.19999694824219,24.100000381469727,125,1.1380000114440918,93
13,2020-05-31T17:41:52.000Z,114.0,25.149999618530273,128,1.1380000114440918,93
14,2020-05-31T17:41:53.000Z,114.0,26.079999923706055,128,1.0820000171661377,93
15,2020-05-31T17:41:56.000Z,113.5999984741211,29.350000381469727,128,1.1480000019073486,93
16,2020-05-31T17:41:58.000Z,113.4000015258789,32.650001525878906,127,1.343999981880188,93
17,2020-05-31T17:41:59.000Z,113.4000015258789,35.040000915527344,122,1.4459999799728394,93
18,2020-05-31T17:42:02.000Z,113.5999984741211,42.63999938964844,125,2.071000099182129,93
19,2020-05-31T17:42:05.000Z,114.0,48.68000030517578,129,1.781999945640564,94
20,2020-05-31T17:42:12.000Z,115.0,63.66999816894531,128,1.847000002861023,93
21,2020-05-31T17:42:14.000Z,115.0,69.06999969482422,130,1.996999979019165,93
22,2020-05-31T17:42:17.000Z,115.4000015258789,76.93000030517578,129,2.0899999141693115,96
23,2020-05-31T17:42:22.000Z,116.0,85.56999969482422,130,1.875,96
24,2020-05-31T17:42:23.000Z,116.19999694824219,86.83000183105469,132,1.7910000085830688,59
25,2020-05-31T17:42:24.000Z,116.19999694824219,88.22000122070312,133,1.7259999513626099,59
26,2020-05-31T17:42:27.000Z,115.0,92.9800033569336,135,1.5679999589920044,86
27,2020-05-31T17:42:29.000Z,114.4000015258789,96.88999938964844,138,1.5959999561309814,84
