I,Time,AltitudeM,DistanceM,HeartRate,Speed,RunCadence,time,atemp,cad,hr,lat,lon
320,2020-05-17T19:47:32.000Z,38.20000076293945,3043.050048828125,155,2.697000026702881,92,2020-05-17T19:47:24.000Z,20,89,157,43.71793091297149658203125,-79.35261298902332782745361328125
321,2020-05-17T19:47:39.000Z,37.599998474121094,3062.929931640625,152,2.7339999675750732,92,2020-05-17T19:47:32.000Z,20,92,155,43.71810860931873321533203125,-79.35262237675487995147705078125
322,2020-05-17T19:47:41.000Z,37.599998474121094,3067.070068359375,152,2.687000036239624,92,2020-05-17T19:47:39.000Z,20,92,152,43.71814607642590999603271484375,-79.3526167608797550201416015625
323,2020-05-17T19:47:50.000Z,38,3084.889892578125,151,2.3889999389648438,92,2020-05-17T19:47:41.000Z,20,92,152,43.71830097399652004241943359375,-79.35254509560763835906982421875
324,2020-05-17T19:47:56.000Z,38.20000076293945,3105.330078125,153,2.9860000610351562,92,2020-05-17T19:47:50.000Z,20,92,151,43.7184782512485980987548828125,-79.35261868871748447418212890625
325,2020-05-17T19:48:03.000Z,38.20000076293945,3126.77001953125,154,3.0139999389648438,93,2020-05-17T19:47:56.000Z,20,92,153,43.71865536086261272430419921875,-79.3527240492403507232666015625
326,2020-05-17T19:48:08.000Z,39,3138.010009765625,155,2.63100004196167,91,2020-05-17T19:48:03.000Z,20,93,154,43.718740940093994140625,-79.35279672034084796905517578125
327,2020-05-17T19:48:16.000Z,39.599998474121094,3158.18994140625,155,2.575000047683716,92,2020-05-17T19:48:08.000Z,20,91,155,43.7189090810716152191162109375,-79.35288540087640285491943359375
328,2020-05-17T19:48:25.000Z,40.20000076293945,3175.97998046875,154,2.444999933242798,90,2020-05-17T19:48:16.000Z,20,92,155,43.7190659902989864349365234375,-79.35287333093583583831787109375
329,2020-05-17T19:48:27.000Z,40,3178.639892578125,153,2.369999885559082,89,2020-05-17T19:48:25.000Z,20,90,154,43.719087280333042144775390625,-79.35285723768174648284912109375
330,2020-05-17T19:48:33.000Z,39.20000076293945,3193.5,151,2.322999954223633,96,2020-05-17T19:48:27.000Z,20,89,153,43.7192145176231861114501953125,-79.3528144061565399169921875
331,2020-05-17T19:48:36.000Z,39.599998474121094,3198.389892578125,151,2.0899999141693115,93,2020-05-17T19:48:33.000Z,20,96,151,43.7192621268332004547119140625,-79.3527875840663909912109375
332,2020-05-17T19:48:42.000Z,39.599998474121094,3213.89990234375,152,2.2209999561309814,89,2020-05-17T19:48:36.000Z,20,93,151,43.71940336190164089202880859375,-79.35268859378993511199951171875
333,2020-05-17T19:48:43.000Z,39.400001525878906,3218.330078125,149,2.2300000190734863,88,2020-05-17T19:48:42.000Z,20,89,152,43.7194369733333587646484375,-79.352659173309803009033203125
334,2020-05-17T19:48:52.000Z,39.400001525878906,3238.820068359375,151,2.1740000247955322,89,2020-05-17T19:48:43.000Z,20,88,149,43.71961391530930995941162109375,-79.35257099568843841552734375
335,2020-05-17T19:48:55.000Z,39.599998474121094,3247.5400390625,151,2.13700008392334,93,2020-05-17T19:48:52.000Z,20,89,151,43.71968683786690235137939453125,-79.35253956355154514312744140625
336,2020-05-17T19:49:01.000Z,39.79999923706055,3270.06005859375,149,2.3889999389648438,94,2020-05-17T19:48:55.000Z,20,93,151,43.7198870815336704254150390625,-79.352492876350879669189453125
337,2020-05-17T19:49:09.000Z,39.599998474121094,3287.22998046875,147,1.7170000076293945,92,2020-05-17T19:49:01.000Z,20,94,149,43.72002328746020793914794921875,-79.3523894436657428741455078125
338,2020-05-17T19:49:12.000Z,39.599998474121094,3296,152,2.2950000762939453,93,2020-05-17T19:49:09.000Z,20,92,147,43.720100820064544677734375,-79.35236337594687938690185546875
339,2020-05-17T19:49:13.000Z,39.79999923706055,3301.449951171875,152,2.305000066757202,91,2020-05-17T19:49:12.000Z,20,93,152,43.72014901600778102874755859375,-79.35235080309212207794189453125
340,2020-05-17T19:49:17.000Z,40.20000076293945,3311.75,153,2.4170000553131104,91,2020-05-17T19:49:13.000Z,20,91,152,43.72023702599108219146728515625,-79.35231207869946956634521484375
341,2020-05-17T19:49:20.000Z,40.20000076293945,3319.0400390625,149,2.2860000133514404,87,2020-05-17T19:49:17.000Z,20,91,153,43.7203051708638668060302734375,-79.35228257440030574798583984375
342,2020-05-17T19:49:28.000Z,40,3341.320068359375,148,2.305000066757202,89,2020-05-17T19:49:20.000Z,20,87,149,43.7205043248832225799560546875,-79.35224753804504871368408203125
343,2020-05-17T19:49:35.000Z,39.599998474121094,3361.550048828125,148,2.4630000591278076,90,2020-05-17T19:49:28.000Z,20,89,148,43.7206847034394741058349609375,-79.3522573448717594146728515625
344,2020-05-17T19:49:42.000Z,39.599998474121094,3379.3701171875,151,2.444999933242798,90,2020-05-17T19:49:35.000Z,20,90,148,43.72083834372460842132568359375,-79.35229481197893619537353515625
345,2020-05-17T19:49:50.000Z,39.79999923706055,3400.260009765625,152,2.4539999961853027,89,2020-05-17T19:49:42.000Z,20,90,151,43.72100229375064373016357421875,-79.35241584666073322296142578125
346,2020-05-17T19:49:57.000Z,41,3418.919921875,152,2.500999927520752,90,2020-05-17T19:49:50.000Z,20,89,152,43.7211259268224239349365234375,-79.35256429016590118408203125
347,2020-05-17T19:49:58.000Z,41.20000076293945,3422.3798828125,152,2.5190000534057617,89,2020-05-17T19:49:57.000Z,20,90,152,43.72113841585814952850341796875,-79.3526036851108074188232421875
348,2020-05-17T19:50:05.000Z,41,3445.090087890625,153,2.697000026702881,97,2020-05-17T19:49:58.000Z,20,89,152,43.72116926126182079315185546875,-79.35288012027740478515625
349,2020-05-17T19:50:14.000Z,40.79999923706055,3465.89990234375,154,2.575000047683716,90,2020-05-17T19:50:05.000Z,20,97,153,43.721126429736614227294921875,-79.35313015244901180267333984375
350,2020-05-17T19:50:15.000Z,40.79999923706055,3468.110107421875,160,2.556999921798706,89,2020-05-17T19:50:14.000Z,20,90,154,43.72111712582409381866455078125,-79.35315437614917755126953125
351,2020-05-17T19:50:16.000Z,40.79999923706055,3470.31005859375,160,2.5380001068115234,88,2020-05-17T19:50:15.000Z,20,89,160,43.72111176140606403350830078125,-79.35318077914416790008544921875
352,2020-05-17T19:50:21.000Z,40.79999923706055,3482.169921875,157,2.509999990463257,91,2020-05-17T19:50:16.000Z,20,88,160,43.72107739560306072235107421875,-79.3533194996416568756103515625
353,2020-05-17T19:50:28.000Z,40.79999923706055,3499.77001953125,154,2.5190000534057617,90,2020-05-17T19:50:21.000Z,20,91,157,43.72102995403110980987548828125,-79.3535280413925647735595703125
354,2020-05-17T19:50:36.000Z,40.20000076293945,3521.780029296875,154,2.556999921798706,92,2020-05-17T19:50:28.000Z,20,90,154,43.72093431651592254638671875,-79.35376499779522418975830078125
355,2020-05-17T19:50:41.000Z,40.400001525878906,3535.760009765625,154,2.575000047683716,93,2020-05-17T19:50:36.000Z,20,92,154,43.72088209725916385650634765625,-79.3539223261177539825439453125
356,2020-05-17T19:50:50.000Z,40.20000076293945,3556.889892578125,154,2.509999990463257,94,2020-05-17T19:50:41.000Z,20,93,154,43.7208013795316219329833984375,-79.354155845940113067626953125
357,2020-05-17T19:50:51.000Z,40,3559.39990234375,154,2.509999990463257,96,2020-05-17T19:50:50.000Z,21,94,154,43.7207879684865474700927734375,-79.35418107546865940093994140625
358,2020-05-17T19:50:58.000Z,40.79999923706055,3580.780029296875,153,2.6410000324249268,87,2020-05-17T19:50:51.000Z,21,96,154,43.72061890549957752227783203125,-79.35430697165429592132568359375
359,2020-05-17T19:51:00.000Z,41,3586.570068359375,149,2.6689999103546143,87,2020-05-17T19:50:58.000Z,21,87,153,43.72057984583079814910888671875,-79.3543544970452785491943359375
360,2020-05-17T19:51:02.000Z,41.20000076293945,3592.3701171875,149,2.7249999046325684,87,2020-05-17T19:51:00.000Z,21,87,149,43.720539025962352752685546875,-79.35440026223659515380859375
361,2020-05-17T19:51:08.000Z,41.79999923706055,3613.18994140625,148,2.8269999027252197,92,2020-05-17T19:51:02.000Z,21,87,149,43.7204265408217906951904296875,-79.3546066246926784515380859375
362,2020-05-17T19:51:11.000Z,42.20000076293945,3625.639892578125,151,3.0420000553131104,93,2020-05-17T19:51:08.000Z,21,92,148,43.72036124579608440399169921875,-79.35473226942121982574462890625
363,2020-05-17T19:51:18.000Z,42.79999923706055,3647.699951171875,152,3.1070001125335693,91,2020-05-17T19:51:11.000Z,21,93,151,43.72025462798774242401123046875,-79.35496226884424686431884765625
364,2020-05-17T19:51:25.000Z,42.20000076293945,3668.139892578125,150,2.9579999446868896,89,2020-05-17T19:51:18.000Z,21,91,152,43.7201660312712192535400390625,-79.35518371872603893280029296875
365,2020-05-17T19:51:26.000Z,42.20000076293945,3670.89990234375,147,2.9579999446868896,90,2020-05-17T19:51:25.000Z,21,89,150,43.720155470073223114013671875,-79.35521489940583705902099609375
366,2020-05-17T19:51:32.000Z,41.599998474121094,3685.1201171875,147,2.9019999504089355,91,2020-05-17T19:51:26.000Z,21,90,147,43.72018396854400634765625,-79.35536845587193965911865234375
367,2020-05-17T19:51:41.000Z,42.20000076293945,3701.2900390625,148,2.6029999256134033,88,2020-05-17T19:51:32.000Z,21,91,147,43.7202562205493450164794921875,-79.35553894378244876861572265625
368,2020-05-17T19:51:45.000Z,42,3706.860107421875,149,2.0810000896453857,86,2020-05-17T19:51:41.000Z,21,88,148,43.72021146118640899658203125,-79.35551295988261699676513671875
369,2020-05-17T19:51:47.000Z,41.79999923706055,3710.89990234375,145,2.2769999504089355,86,2020-05-17T19:51:45.000Z,21,86,149,43.7201760895550251007080078125,-79.35552469454705715179443359375
370,2020-05-17T19:51:49.000Z,41.79999923706055,3714.52001953125,148,2.2669999599456787,89,2020-05-17T19:51:47.000Z,21,86,145,43.7201432324945926666259765625,-79.35554129071533679962158203125
371,2020-05-17T19:51:51.000Z,42,3716.179931640625,148,1.6799999475479126,86,2020-05-17T19:51:49.000Z,21,89,148,43.7201301567256450653076171875,-79.35555788688361644744873046875
372,2020-05-17T19:51:53.000Z,42.400001525878906,3717.43994140625,149,1.315999984741211,80,2020-05-17T19:51:51.000Z,21,86,148,43.72013409622013568878173828125,-79.3555755726993083953857421875
373,2020-05-17T19:51:58.000Z,43.20000076293945,3721.280029296875,148,1.3899999856948853,79,2020-05-17T19:51:53.000Z,21,80,149,43.7201452441513538360595703125,-79.35563550330698490142822265625
374,2020-05-17T19:51:59.000Z,43,3722.4599609375,144,1.409000039100647,79,2020-05-17T19:51:58.000Z,21,79,148,43.7201506085693836212158203125,-79.3556489981710910797119140625
375,2020-05-17T19:52:01.000Z,42.400001525878906,3724.7900390625,147,1.409000039100647,88,2020-05-17T19:51:59.000Z,21,79,144,43.7201630137860774993896484375,-79.35567607171833515167236328125
376,2020-05-17T19:52:03.000Z,42.20000076293945,3728.260009765625,142,1.5019999742507935,88,2020-05-17T19:52:01.000Z,21,88,147,43.72017701156437397003173828125,-79.3557230941951274871826171875
377,2020-05-17T19:52:04.000Z,42,3730.169921875,142,1.6239999532699585,88,2020-05-17T19:52:03.000Z,21,88,142,43.72018606401979923248291015625,-79.35574379749596118927001953125
378,2020-05-17T19:52:07.000Z,41.599998474121094,3737.610107421875,141,2.490999937057495,86,2020-05-17T19:52:04.000Z,21,88,142,43.72023157775402069091796875,-79.35581252910196781158447265625
379,2020-05-17T19:52:15.000Z,41.599998474121094,3758.0400390625,143,2.434999942779541,93,2020-05-17T19:52:07.000Z,21,86,141,43.72037549503147602081298828125,-79.35595200397074222564697265625
380,2020-05-17T19:52:21.000Z,42,3778.139892578125,145,2.7249999046325684,91,2020-05-17T19:52:15.000Z,21,93,143,43.72042000293731689453125,-79.35619357042014598846435546875
381,2020-05-17T19:52:23.000Z,42,3786.280029296875,148,2.8269999027252197,89,2020-05-17T19:52:21.000Z,21,91,145,43.720428384840488433837890625,-79.35629390180110931396484375
382,2020-05-17T19:52:25.000Z,42,3792.31005859375,151,2.9019999504089355,88,2020-05-17T19:52:23.000Z,21,89,148,43.72043550945818424224853515625,-79.356367997825145721435546875
383,2020-05-17T19:52:32.000Z,42,3809.3798828125,146,2.6500000953674316,92,2020-05-17T19:52:25.000Z,21,88,151,43.72043718583881855010986328125,-79.35657813213765621185302734375
384,2020-05-17T19:52:33.000Z,42,3811.39990234375,146,2.61299991607666,90,2020-05-17T19:52:32.000Z,21,92,146,43.720435090363025665283203125,-79.3566031940281391143798828125
385,2020-05-17T19:52:35.000Z,42,3816.27001953125,149,2.5380001068115234,88,2020-05-17T19:52:33.000Z,21,90,146,43.7204329110682010650634765625,-79.35666345991194248199462890625
386,2020-05-17T19:52:37.000Z,42,3820.39990234375,145,2.444999933242798,87,2020-05-17T19:52:35.000Z,21,88,149,43.72042025439441204071044921875,-79.3567111529409885406494140625
387,2020-05-17T19:52:38.000Z,42.20000076293945,3822.510009765625,148,2.4070000648498535,88,2020-05-17T19:52:37.000Z,21,87,145,43.72041472233831882476806640625,-79.35673646628856658935546875
388,2020-05-17T19:52:41.000Z,42,3829.14990234375,145,2.3510000705718994,89,2020-05-17T19:52:38.000Z,21,88,148,43.72039980255067348480224609375,-79.35681584291160106658935546875
389,2020-05-17T19:52:51.000Z,42,3850.949951171875,146,2.313999891281128,85,2020-05-17T19:52:41.000Z,21,89,145,43.72032956220209598541259765625,-79.3570665456354618072509765625
390,2020-05-17T19:52:53.000Z,42.20000076293945,3855.169921875,146,2.2769999504089355,85,2020-05-17T19:52:51.000Z,21,85,146,43.720330484211444854736328125,-79.3571193516254425048828125
391,2020-05-17T19:52:55.000Z,42.20000076293945,3858.080078125,146,2.249000072479248,89,2020-05-17T19:52:53.000Z,21,85,146,43.7203222699463367462158203125,-79.357155896723270416259765625
392,2020-05-17T19:52:57.000Z,42.400001525878906,3861.590087890625,149,2.118000030517578,89,2020-05-17T19:52:55.000Z,21,89,146,43.7203194200992584228515625,-79.3571979738771915435791015625
393,2020-05-17T19:52:58.000Z,42.599998474121094,3863.669921875,147,2.0899999141693115,89,2020-05-17T19:52:57.000Z,21,89,149,43.7203194200992584228515625,-79.35722722671926021575927734375
394,2020-05-17T19:53:01.000Z,42.79999923706055,3870.72998046875,143,2.118000030517578,87,2020-05-17T19:52:58.000Z,21,89,147,43.72029125690460205078125,-79.3573076091706752777099609375
395,2020-05-17T19:53:06.000Z,43,3883.110107421875,141,2.249000072479248,87,2020-05-17T19:53:01.000Z,21,87,143,43.720217160880565643310546875,-79.3574303202331066131591796875
396,2020-05-17T19:53:10.000Z,42.79999923706055,3891.389892578125,143,2.2209999561309814,86,2020-05-17T19:53:06.000Z,21,87,141,43.72021590359508991241455078125,-79.35753710567951202392578125
397,2020-05-17T19:53:13.000Z,42.599998474121094,3897.47998046875,144,2.1549999713897705,84,2020-05-17T19:53:10.000Z,21,86,143,43.72017256915569305419921875,-79.35758647508919239044189453125
398,2020-05-17T19:53:16.000Z,42.599998474121094,3906.18994140625,145,2.2109999656677246,84,2020-05-17T19:53:13.000Z,21,84,144,43.7201247923076152801513671875,-79.357671551406383514404296875
399,2020-05-17T19:53:18.000Z,42.400001525878906,3910.81005859375,145,2.239000082015991,84,2020-05-17T19:53:16.000Z,21,84,145,43.7201167456805706024169921875,-79.357727207243442535400390625
400,2020-05-17T19:53:20.000Z,42.400001525878906,3915.300048828125,148,2.239000082015991,84,2020-05-17T19:53:18.000Z,21,84,145,43.72009168379008769989013671875,-79.3577729724347591400146484375
401,2020-05-17T19:53:22.000Z,42.79999923706055,3919.550048828125,146,2.249000072479248,86,2020-05-17T19:53:20.000Z,21,84,148,43.7200674600899219512939453125,-79.3578215874731540679931640625
402,2020-05-17T19:53:28.000Z,43,3936.5400390625,147,2.2860000133514404,88,2020-05-17T19:53:22.000Z,21,86,146,43.7200431525707244873046875,-79.35802996158599853515625
403,2020-05-17T19:53:34.000Z,43,3951.419921875,147,2.322999954223633,91,2020-05-17T19:53:28.000Z,21,88,147,43.71997131966054439544677734375,-79.358199276030063629150390625
404,2020-05-17T19:53:37.000Z,43,3960.93994140625,149,2.3610000610351562,91,2020-05-17T19:53:34.000Z,21,91,147,43.7199299968779087066650390625,-79.3582996912300586700439453125
405,2020-05-17T19:53:40.000Z,43.20000076293945,3967.409912109375,148,2.378999948501587,92,2020-05-17T19:53:37.000Z,21,91,149,43.71992890723049640655517578125,-79.35838007368147373199462890625
406,2020-05-17T19:53:41.000Z,43.400001525878906,3969.320068359375,149,2.369999885559082,92,2020-05-17T19:53:40.000Z,21,92,148,43.719938211143016815185546875,-79.358400441706180572509765625
407,2020-05-17T19:53:45.000Z,43.400001525878906,3982.360107421875,147,2.4260001182556152,93,2020-05-17T19:53:41.000Z,21,92,149,43.71996779926121234893798828125,-79.35855458490550518035888671875
408,2020-05-17T19:53:51.000Z,43,4000.0400390625,149,2.490999937057495,90,2020-05-17T19:53:45.000Z,21,93,147,43.71997517533600330352783203125,-79.35877201147377490997314453125
409,2020-05-17T19:53:59.000Z,43,4020.89990234375,148,2.575000047683716,88,2020-05-17T19:53:51.000Z,21,90,149,43.71993309818208217620849609375,-79.35902497731149196624755859375
410,2020-05-17T19:54:02.000Z,43.20000076293945,4026.969970703125,147,2.5290000438690186,89,2020-05-17T19:53:59.000Z,21,88,148,43.71992647647857666015625,-79.35910209082067012786865234375
411,2020-05-17T19:54:10.000Z,43.400001525878906,4048.820068359375,146,2.575000047683716,92,2020-05-17T19:54:02.000Z,21,89,147,43.719954304397106170654296875,-79.359379447996616363525390625
412,2020-05-17T19:54:16.000Z,43,4068.929931640625,147,2.753000020980835,90,2020-05-17T19:54:10.000Z,21,92,146,43.71990191750228404998779296875,-79.35962160117924213409423828125
413,2020-05-17T19:54:23.000Z,43,4089.159912109375,148,2.76200008392334,89,2020-05-17T19:54:16.000Z,21,90,147,43.71982991695404052734375,-79.35985646210610866546630859375
414,2020-05-17T19:54:31.000Z,43.400001525878906,4109.7001953125,148,2.6689999103546143,90,2020-05-17T19:54:23.000Z,21,89,148,43.71986302547156810760498046875,-79.36010389588773250579833984375
415,2020-05-17T19:54:36.000Z,43.400001525878906,4122.27001953125,151,2.61299991607666,94,2020-05-17T19:54:31.000Z,21,90,148,43.71987861581146717071533203125,-79.360257200896739959716796875
416,2020-05-17T19:54:44.000Z,43.599998474121094,4142.91015625,151,2.5940001010894775,92,2020-05-17T19:54:36.000Z,21,94,151,43.7199249677360057830810546875,-79.36050438322126865386962890625
417,2020-05-17T19:54:52.000Z,44,4164.14013671875,154,2.5850000381469727,87,2020-05-17T19:54:44.000Z,21,92,151,43.7199732474982738494873046875,-79.36076086945831775665283203125
418,2020-05-17T19:54:55.000Z,44,4170.64013671875,153,2.5380001068115234,86,2020-05-17T19:54:52.000Z,21,87,154,43.719990514218807220458984375,-79.36083932407200336456298828125
419,2020-05-17T19:55:02.000Z,44,4191.1298828125,149,2.5940001010894775,94,2020-05-17T19:54:55.000Z,21,86,153,43.719977773725986480712890625,-79.36109103262424468994140625
420,2020-05-17T19:55:09.000Z,43.20000076293945,4211.5498046875,148,2.687000036239624,91,2020-05-17T19:55:02.000Z,21,94,149,43.719974420964717864990234375,-79.36134341172873973846435546875
421,2020-05-17T19:55:18.000Z,43.400001525878906,4233.06982421875,149,2.575000047683716,86,2020-05-17T19:55:09.000Z,21,91,148,43.72001230716705322265625,-79.36160610057413578033447265625
422,2020-05-17T19:55:20.000Z,43,4238.990234375,154,2.5850000381469727,86,2020-05-17T19:55:18.000Z,22,86,149,43.7200275622308254241943359375,-79.36167701147496700286865234375
423,2020-05-17T19:55:21.000Z,43,4241.83984375,154,2.6029999256134033,86,2020-05-17T19:55:20.000Z,22,86,154,43.720038123428821563720703125,-79.36170928180217742919921875
424,2020-05-17T19:55:26.000Z,43,4256.93994140625,151,2.6689999103546143,88,2020-05-17T19:55:21.000Z,22,86,154,43.72010006569325923919677734375,-79.3618760816752910614013671875
425,2020-05-17T19:55:28.000Z,43,4262.89013671875,144,2.7060000896453857,89,2020-05-17T19:55:26.000Z,22,88,151,43.7201284803450107574462890625,-79.361938945949077606201171875
426,2020-05-17T19:55:29.000Z,43,4265.77001953125,144,2.7060000896453857,89,2020-05-17T19:55:28.000Z,22,89,144,43.720142729580402374267578125,-79.36196920461952686309814453125
427,2020-05-17T19:55:37.000Z,43.20000076293945,4285.91015625,144,2.677999973297119,89,2020-05-17T19:55:29.000Z,22,89,144,43.7202629260718822479248046875,-79.36216014437377452850341796875
428,2020-05-17T19:55:39.000Z,43.20000076293945,4291.2001953125,144,2.6500000953674316,89,2020-05-17T19:55:37.000Z,22,89,144,43.72028966434299945831298828125,-79.3622153811156749725341796875
429,2020-05-17T19:55:41.000Z,43.400001525878906,4297.68994140625,148,2.6689999103546143,89,2020-05-17T19:55:39.000Z,22,89,144,43.72030860744416713714599609375,-79.362291656434535980224609375
430,2020-05-17T19:55:47.000Z,43.20000076293945,4314.81982421875,145,2.697000026702881,85,2020-05-17T19:55:41.000Z,22,89,148,43.72035487554967403411865234375,-79.36249357648193836212158203125
431,2020-05-17T19:55:53.000Z,43.400001525878906,4325.72998046875,146,2.509999990463257,82,2020-05-17T19:55:47.000Z,22,85,145,43.72035487554967403411865234375,-79.36262383125722408294677734375
432,2020-05-17T19:55:59.000Z,44,4340.89013671875,146,2.1089999675750732,81,2020-05-17T19:55:53.000Z,22,82,146,43.72026468627154827117919921875,-79.36276447959244251251220703125
433,2020-05-17T19:56:02.000Z,44.20000076293945,4344.1201171875,145,1.5399999618530273,81,2020-05-17T19:55:59.000Z,22,81,146,43.72023534961044788360595703125,-79.36277152039110660552978515625
434,2020-05-17T19:56:10.000Z,43.599998474121094,4361.3798828125,142,2.4260001182556152,88,2020-05-17T19:56:02.000Z,22,81,145,43.7203755788505077362060546875,-79.36285299248993396759033203125
435,2020-05-17T19:56:19.000Z,43.599998474121094,4381.93994140625,141,2.2019999027252197,90,2020-05-17T19:56:10.000Z,22,88,142,43.72051379643380641937255859375,-79.3630183674395084381103515625
436,2020-05-17T19:56:28.000Z,44.20000076293945,4404.64990234375,141,2.3889999389648438,90,2020-05-17T19:56:19.000Z,22,90,141,43.72062678448855876922607421875,-79.36325347982347011566162109375
437,2020-05-17T19:56:35.000Z,44.20000076293945,4424.7001953125,142,2.63100004196167,88,2020-05-17T19:56:28.000Z,22,90,141,43.720768354833126068115234375,-79.3634069524705410003662109375
438,2020-05-17T19:56:39.000Z,44.400001525878906,4436.080078125,143,2.687000036239624,88,2020-05-17T19:56:35.000Z,22,88,142,43.720859549939632415771484375,-79.36347207985818386077880859375
439,2020-05-17T19:56:47.000Z,45,4457.169921875,143,2.753000020980835,90,2020-05-17T19:56:39.000Z,22,88,143,43.7210248410701751708984375,-79.3635977245867252349853515625
440,2020-05-17T19:56:55.000Z,45.20000076293945,4476.08984375,146,2.6500000953674316,91,2020-05-17T19:56:47.000Z,22,90,143,43.72115216217935085296630859375,-79.36375253833830356597900390625
441,2020-05-17T19:56:58.000Z,45.20000076293945,4481.93994140625,147,2.621999979019165,88,2020-05-17T19:56:55.000Z,22,91,146,43.7211899645626544952392578125,-79.36381003819406032562255859375
442,2020-05-17T19:57:00.000Z,45.599998474121094,4486.1201171875,147,2.5850000381469727,86,2020-05-17T19:56:58.000Z,22,88,147,43.72122173197567462921142578125,-79.3638418056070804595947265625
443,2020-05-17T19:57:02.000Z,46.20000076293945,4489.759765625,150,2.509999990463257,86,2020-05-17T19:57:00.000Z,22,86,147,43.72125542722642421722412109375,-79.36385161243379116058349609375
444,2020-05-17T19:57:04.000Z,46.79999923706055,4494.009765625,149,2.490999937057495,87,2020-05-17T19:57:02.000Z,22,86,150,43.721291385591030120849609375,-79.36387022025883197784423828125
445,2020-05-17T19:57:05.000Z,47,4496.0498046875,152,2.4630000591278076,87,2020-05-17T19:57:04.000Z,22,87,149,43.7213019467890262603759765625,-79.36389100737869739532470703125
446,2020-05-17T19:57:08.000Z,47.599998474121094,4501.0498046875,151,2.369999885559082,82,2020-05-17T19:57:05.000Z,22,87,152,43.72132834978401660919189453125,-79.3639440648257732391357421875
447,2020-05-17T19:57:09.000Z,48,4503.7001953125,150,2.305000066757202,82,2020-05-17T19:57:08.000Z,22,82,151,43.72133572585880756378173828125,-79.36397532932460308074951171875
448,2020-05-17T19:57:10.000Z,48.400001525878906,4505.43994140625,149,2.2860000133514404,83,2020-05-17T19:57:09.000Z,22,82,150,43.7213431857526302337646484375,-79.3639960326254367828369140625
449,2020-05-17T19:57:12.000Z,49,4508.93017578125,149,2.2019999027252197,83,2020-05-17T19:57:10.000Z,22,83,149,43.72137176804244518280029296875,-79.364015646278858184814453125
450,2020-05-17T19:57:13.000Z,49.20000076293945,4510.35009765625,150,2.193000078201294,83,2020-05-17T19:57:12.000Z,22,83,149,43.72138802893459796905517578125,-79.3640228547155857086181640625
451,2020-05-17T19:57:15.000Z,49.400001525878906,4512.35986328125,151,2.1549999713897705,86,2020-05-17T19:57:13.000Z,22,83,150,43.7214015237987041473388671875,-79.36400868929922580718994140625
452,2020-05-17T19:57:18.000Z,50.20000076293945,4513.43017578125,152,1.7170000076293945,85,2020-05-17T19:57:15.000Z,22,86,151,43.72140814550220966339111328125,-79.3640117906033992767333984375
453,2020-05-17T19:57:20.000Z,50.79999923706055,4516.0498046875,153,1.6139999628067017,83,2020-05-17T19:57:18.000Z,22,85,152,43.7214263342320919036865234375,-79.36398689635097980499267578125
454,2020-05-17T19:57:22.000Z,51.400001525878906,4518.64013671875,155,1.6610000133514404,83,2020-05-17T19:57:20.000Z,22,83,153,43.72142055071890354156494140625,-79.36395470984280109405517578125
455,2020-05-17T19:57:27.000Z,52.400001525878906,4524.27001953125,156,1.7450000047683716,82,2020-05-17T19:57:22.000Z,22,83,155,43.72142172418534755706787109375,-79.36386443674564361572265625
456,2020-05-17T19:57:32.000Z,53.599998474121094,4532.31005859375,157,1.7730000019073486,83,2020-05-17T19:57:27.000Z,22,82,156,43.721461035311222076416015625,-79.36377349309623241424560546875
457,2020-05-17T19:57:35.000Z,54.79999923706055,4536.66015625,155,1.7079999446868896,86,2020-05-17T19:57:32.000Z,22,83,157,43.72147478163242340087890625,-79.3637201003730297088623046875
458,2020-05-17T19:57:36.000Z,55,4538.72998046875,157,1.6519999504089355,86,2020-05-17T19:57:35.000Z,22,86,155,43.7214930541813373565673828125,-79.36371448449790477752685546875
459,2020-05-17T19:57:39.000Z,55.599998474121094,4546.43017578125,158,1.6519999504089355,82,2020-05-17T19:57:36.000Z,22,86,157,43.72151124291121959686279296875,-79.36362169682979583740234375
460,2020-05-17T19:57:40.000Z,55.79999923706055,4548.4501953125,161,1.7259999513626099,82,2020-05-17T19:57:39.000Z,22,82,158,43.721513338387012481689453125,-79.36359663493931293487548828125
461,2020-05-17T19:57:41.000Z,56,4550.8798828125,165,1.7450000047683716,84,2020-05-17T19:57:40.000Z,22,82,161,43.7215198762714862823486328125,-79.363567717373371124267578125
462,2020-05-17T19:57:43.000Z,56.400001525878906,4554.43017578125,167,1.781999945640564,82,2020-05-17T19:57:41.000Z,22,84,165,43.72153068892657756805419921875,-79.36352354474365711212158203125
463,2020-05-17T19:57:46.000Z,57,4558.7099609375,166,1.6519999504089355,82,2020-05-17T19:57:43.000Z,22,82,167,43.72152649797499179840087890625,-79.36347040347754955291748046875
464,2020-05-17T19:57:50.000Z,58,4565.66015625,165,1.6139999628067017,86,2020-05-17T19:57:46.000Z,22,82,166,43.72152331285178661346435546875,-79.36338423751294612884521484375
465,2020-05-17T19:57:54.000Z,59.20000076293945,4575.18994140625,164,1.6890000104904175,86,2020-05-17T19:57:50.000Z,22,86,165,43.72151727788150310516357421875,-79.363266639411449432373046875
