I,Time,AltitudeM,DistanceM,HeartRate,Speed,RunCadence,time,atemp,cad,hr,lat,lon
600,2020-05-17T20:08:25.000Z,74.5999984741211,6134.3701171875,157,2.3980000019073486,92,2020-05-17T20:08:23.000Z,20,90,157,43.72691966593265533447265625,-79.35422549955546855926513671875
601,2020-05-17T20:08:28.000Z,74.5999984741211,6143.330078125,157,2.4630000591278076,93,2020-05-17T20:08:25.000Z,20,92,157,43.72695629484951496124267578125,-79.3543266691267490386962890625
602,2020-05-17T20:08:32.000Z,74.5999984741211,6153.33984375,160,2.687000036239624,92,2020-05-17T20:08:28.000Z,20,93,157,43.7269593961536884307861328125,-79.354450888931751251220703125
603,2020-05-17T20:08:40.000Z,75.4000015258789,6175.41015625,161,2.7249999046325684,96,2020-05-17T20:08:32.000Z,20,92,160,43.72693978250026702880859375,-79.3547196127474308013916015625
604,2020-05-17T20:08:41.000Z,75.4000015258789,6177.93994140625,161,2.743000030517578,96,2020-05-17T20:08:40.000Z,20,96,161,43.72694112360477447509765625,-79.35475104488432407379150390625
605,2020-05-17T20:08:48.000Z,75.5999984741211,6200.85986328125,161,2.9670000076293945,99,2020-05-17T20:08:41.000Z,20,96,161,43.72690583579242229461669921875,-79.3550297431647777557373046875
606,2020-05-17T20:08:54.000Z,75.5999984741211,6221.83984375,162,3.181999921798706,98,2020-05-17T20:08:48.000Z,20,99,161,43.72682511806488037109375,-79.35526669956743717193603515625
607,2020-05-17T20:09:01.000Z,76.19999694824219,6244.0498046875,162,3.181999921798706,92,2020-05-17T20:08:54.000Z,20,98,162,43.72673685662448406219482421875,-79.355512373149394989013671875
608,2020-05-17T20:09:09.000Z,76.4000015258789,6264.22998046875,163,2.8929998874664307,94,2020-05-17T20:09:01.000Z,21,92,162,43.7267149798572063446044921875,-79.35576072894036769866943359375
609,2020-05-17T20:09:11.000Z,76.5999984741211,6269.1201171875,165,2.9110000133514404,94,2020-05-17T20:09:09.000Z,21,94,163,43.72671045362949371337890625,-79.3558211624622344970703125
610,2020-05-17T20:09:13.000Z,76.5999984741211,6274.2900390625,168,2.947999954223633,95,2020-05-17T20:09:11.000Z,21,94,165,43.72669645585119724273681640625,-79.35588243417441844940185546875
611,2020-05-17T20:09:20.000Z,77,6294.919921875,168,3.0230000019073486,97,2020-05-17T20:09:13.000Z,21,95,168,43.72663669288158416748046875,-79.35612383298575878143310546875
612,2020-05-17T20:09:24.000Z,77.19999694824219,6305.7001953125,164,3.0420000553131104,95,2020-05-17T20:09:20.000Z,21,97,168,43.7266107089817523956298828125,-79.35625257901847362518310546875
613,2020-05-17T20:09:31.000Z,77.4000015258789,6327.009765625,165,2.9670000076293945,94,2020-05-17T20:09:24.000Z,21,95,164,43.72655463404953479766845703125,-79.35650034807622432708740234375
614,2020-05-17T20:09:36.000Z,77.5999984741211,6343.2001953125,164,3.059999942779541,97,2020-05-17T20:09:31.000Z,21,94,165,43.726486153900623321533203125,-79.35667754150927066802978515625
615,2020-05-17T20:09:44.000Z,77.80000305175781,6365.22021484375,165,2.9110000133514404,92,2020-05-17T20:09:36.000Z,21,97,164,43.7264001555740833282470703125,-79.3569253943860530853271484375
616,2020-05-17T20:09:52.000Z,78.4000015258789,6385.8798828125,165,2.818000078201294,92,2020-05-17T20:09:44.000Z,21,92,165,43.7263597548007965087890625,-79.35717190615832805633544921875
617,2020-05-17T20:09:54.000Z,78.5999984741211,6391.22998046875,166,2.818000078201294,96,2020-05-17T20:09:52.000Z,21,92,165,43.7263605929911136627197265625,-79.35723829083144664764404296875
618,2020-05-17T20:10:03.000Z,79,6412.14990234375,165,2.7060000896453857,94,2020-05-17T20:09:54.000Z,21,96,166,43.72636771760880947113037109375,-79.35749494470655918121337890625
619,2020-05-17T20:10:07.000Z,79.5999984741211,6422.75,162,2.63100004196167,95,2020-05-17T20:10:03.000Z,21,94,165,43.72636285610496997833251953125,-79.35762385837733745574951171875
620,2020-05-17T20:10:08.000Z,79.5999984741211,6425.47998046875,163,2.677999973297119,94,2020-05-17T20:10:07.000Z,21,95,162,43.72635883279144763946533203125,-79.35765738599002361297607421875
621,2020-05-17T20:10:10.000Z,80,6430.66015625,166,2.6689999103546143,94,2020-05-17T20:10:08.000Z,21,94,163,43.72635162435472011566162109375,-79.35772108845412731170654296875
622,2020-05-17T20:10:17.000Z,80.5999984741211,6452.2900390625,166,2.7899999618530273,91,2020-05-17T20:10:10.000Z,21,94,166,43.7262828089296817779541015625,-79.3579704500734806060791015625
623,2020-05-17T20:10:18.000Z,80.80000305175781,6455.330078125,166,2.809000015258789,90,2020-05-17T20:10:17.000Z,21,91,166,43.7262704037129878997802734375,-79.3580044806003570556640625
624,2020-05-17T20:10:26.000Z,81.5999984741211,6477.6201171875,165,2.818000078201294,90,2020-05-17T20:10:18.000Z,21,90,166,43.7262013368308544158935546875,-79.358263649046421051025390625
625,2020-05-17T20:10:28.000Z,82,6482.669921875,165,2.809000015258789,93,2020-05-17T20:10:26.000Z,21,90,165,43.72618935070931911468505859375,-79.35832441784441471099853515625
626,2020-05-17T20:10:37.000Z,83,6503.240234375,165,2.6689999103546143,87,2020-05-17T20:10:28.000Z,21,93,165,43.72613377869129180908203125,-79.35856531374156475067138671875
627,2020-05-17T20:10:42.000Z,83.19999694824219,6512.64990234375,163,2.434999942779541,89,2020-05-17T20:10:37.000Z,21,87,165,43.72611911036074161529541015625,-79.35867930762469768524169921875
628,2020-05-17T20:10:50.000Z,84,6534.7998046875,164,2.556999921798706,94,2020-05-17T20:10:42.000Z,21,89,163,43.726059682667255401611328125,-79.3589373864233493804931640625
629,2020-05-17T20:10:57.000Z,84,6556.27978515625,163,2.7990000247955322,89,2020-05-17T20:10:50.000Z,21,94,164,43.726016767323017120361328125,-79.35919496230781078338623046875
630,2020-05-17T20:10:58.000Z,84,6558.4501953125,159,2.7990000247955322,88,2020-05-17T20:10:57.000Z,21,89,163,43.72601232491433620452880859375,-79.359221197664737701416015625
631,2020-05-17T20:11:02.000Z,84.19999694824219,6569.77978515625,161,2.743000030517578,86,2020-05-17T20:10:58.000Z,21,88,159,43.725993633270263671875,-79.35936025343835353851318359375
632,2020-05-17T20:11:04.000Z,84,6574.43994140625,159,2.743000030517578,85,2020-05-17T20:11:02.000Z,21,86,161,43.72599941678345203399658203125,-79.35942001640796661376953125
633,2020-05-17T20:11:37.000Z,84.4000015258789,6574.43994140625,148,1.5959999561309814,59,2020-05-17T20:11:04.000Z,21,85,159,43.72602523304522037506103515625,-79.359424374997615814208984375
634,2020-05-17T20:11:38.000Z,84.4000015258789,6575.18017578125,149,1.4930000305175781,59,2020-05-17T20:11:37.000Z,22,59,148,43.7260196171700954437255859375,-79.359408952295780181884765625
635,2020-05-17T20:11:39.000Z,84.19999694824219,6577.47021484375,150,1.4930000305175781,59,2020-05-17T20:11:38.000Z,22,59,149,43.72599958442151546478271484375,-79.3594158254563808441162109375
636,2020-05-17T20:11:45.000Z,83.19999694824219,6597.89013671875,151,2.8269999027252197,59,2020-05-17T20:11:39.000Z,22,59,150,43.7259064614772796630859375,-79.3596233613789081573486328125
637,2020-05-17T20:11:46.000Z,83,6601.47998046875,151,2.8269999027252197,59,2020-05-17T20:11:45.000Z,22,59,151,43.7258970737457275390625,-79.3596661090850830078125
638,2020-05-17T20:11:52.000Z,82.4000015258789,6622.509765625,150,3.2100000381469727,98,2020-05-17T20:11:46.000Z,22,59,151,43.725862205028533935546875,-79.3599224276840686798095703125
639,2020-05-17T20:11:55.000Z,82,6631.919921875,151,3.302999973297119,98,2020-05-17T20:11:52.000Z,22,98,150,43.72584904544055461883544921875,-79.360037930309772491455078125
640,2020-05-17T20:11:58.000Z,81.5999984741211,6640.31982421875,154,3.1440000534057617,98,2020-05-17T20:11:55.000Z,22,98,151,43.72583596967160701751708984375,-79.3601395189762115478515625
641,2020-05-17T20:12:02.000Z,81.4000015258789,6650.85986328125,157,2.938999891281128,94,2020-05-17T20:11:58.000Z,22,98,154,43.72578919865190982818603515625,-79.36025342904031276702880859375
642,2020-05-17T20:12:04.000Z,81,6656.75,158,2.8550000190734863,94,2020-05-17T20:12:02.000Z,22,94,157,43.72577142901718616485595703125,-79.36032232828438282012939453125
643,2020-05-17T20:12:06.000Z,80.5999984741211,6663.240234375,161,3.0139999389648438,97,2020-05-17T20:12:04.000Z,22,94,158,43.725757598876953125,-79.36040036380290985107421875
644,2020-05-17T20:12:07.000Z,80.4000015258789,6666.6201171875,165,3.0230000019073486,97,2020-05-17T20:12:06.000Z,22,97,161,43.72574879787862300872802734375,-79.3604404293000698089599609375
645,2020-05-17T20:12:10.000Z,79.80000305175781,6676.43017578125,164,3.0789999961853027,97,2020-05-17T20:12:07.000Z,22,97,165,43.7257225625216960906982421875,-79.3605567701160907745361328125
646,2020-05-17T20:12:11.000Z,79.5999984741211,6680.0498046875,170,3.0880000591278076,100,2020-05-17T20:12:10.000Z,22,97,164,43.72570856474339962005615234375,-79.36059750616550445556640625
647,2020-05-17T20:12:12.000Z,79.5999984741211,6683.35009765625,175,3.1070001125335693,101,2020-05-17T20:12:11.000Z,22,100,170,43.7256977520883083343505859375,-79.3606358952820301055908203125
648,2020-05-17T20:12:13.000Z,79.4000015258789,6687.39990234375,179,3.1070001125335693,101,2020-05-17T20:12:12.000Z,22,101,175,43.7256824970245361328125,-79.36068199574947357177734375
649,2020-05-17T20:12:14.000Z,79.19999694824219,6691.830078125,182,3.1630001068115234,101,2020-05-17T20:12:13.000Z,22,101,179,43.72565860860049724578857421875,-79.360727258026599884033203125
650,2020-05-17T20:12:15.000Z,79.19999694824219,6696.16015625,186,3.23799991607666,101,2020-05-17T20:12:14.000Z,22,101,182,43.72563916258513927459716796875,-79.360774196684360504150390625
651,2020-05-17T20:12:16.000Z,79.19999694824219,6699.72998046875,180,3.246999979019165,101,2020-05-17T20:12:15.000Z,22,101,186,43.72562390752136707305908203125,-79.36081367544829845428466796875
652,2020-05-17T20:12:17.000Z,79,6703.990234375,176,3.246999979019165,101,2020-05-17T20:12:16.000Z,22,101,180,43.725605048239231109619140625,-79.3608598597347736358642578125
653,2020-05-17T20:12:18.000Z,78.80000305175781,6707.89990234375,171,3.246999979019165,101,2020-05-17T20:12:17.000Z,22,101,176,43.72558736242353916168212890625,-79.3609024398028850555419921875
654,2020-05-17T20:12:19.000Z,78.80000305175781,6710.919921875,171,3.246999979019165,95,2020-05-17T20:12:18.000Z,22,101,171,43.7255767174065113067626953125,-79.360937140882015228271484375
655,2020-05-17T20:12:20.000Z,78.80000305175781,6714.91015625,169,3.2100000381469727,95,2020-05-17T20:12:19.000Z,22,95,171,43.725561797618865966796875,-79.36098265461623668670654296875
656,2020-05-17T20:12:26.000Z,77.80000305175781,6730.52001953125,171,2.9019999504089355,92,2020-05-17T20:12:20.000Z,22,95,169,43.7255200557410717010498046875,-79.36116739176213741302490234375
657,2020-05-17T20:12:28.000Z,77.19999694824219,6735.27001953125,174,2.7709999084472656,92,2020-05-17T20:12:26.000Z,22,92,171,43.72550689615309238433837890625,-79.3612236343324184417724609375
658,2020-05-17T20:12:31.000Z,77.19999694824219,6743.6201171875,170,2.7149999141693115,94,2020-05-17T20:12:28.000Z,22,92,174,43.7254885397851467132568359375,-79.36132379807531833648681640625
659,2020-05-17T20:12:32.000Z,77.19999694824219,6746.68994140625,167,2.697000026702881,94,2020-05-17T20:12:31.000Z,22,94,170,43.725485019385814666748046875,-79.361361600458621978759765625
660,2020-05-17T20:12:35.000Z,77.4000015258789,6756.39013671875,163,2.7249999046325684,90,2020-05-17T20:12:32.000Z,22,94,167,43.725470267236232757568359375,-79.36148037202656269073486328125
661,2020-05-17T20:12:43.000Z,77,6777.3798828125,162,2.6589999198913574,95,2020-05-17T20:12:35.000Z,22,90,163,43.72544369660317897796630859375,-79.361738450825214385986328125
662,2020-05-17T20:12:45.000Z,76.5999984741211,6783.169921875,161,2.687000036239624,96,2020-05-17T20:12:43.000Z,22,95,162,43.7254372425377368927001953125,-79.36180986464023590087890625
663,2020-05-17T20:12:49.000Z,76.4000015258789,6796.43994140625,158,2.7709999084472656,95,2020-05-17T20:12:45.000Z,22,96,161,43.72540824115276336669921875,-79.36196836642920970916748046875
664,2020-05-17T20:12:52.000Z,76.5999984741211,6804.740234375,160,2.7899999618530273,94,2020-05-17T20:12:49.000Z,22,95,158,43.72538007795810699462890625,-79.36206308193504810333251953125
665,2020-05-17T20:12:54.000Z,76.4000015258789,6807.85986328125,163,2.697000026702881,92,2020-05-17T20:12:52.000Z,22,94,160,43.72535526752471923828125,-79.362076409161090850830078125
666,2020-05-17T20:13:00.000Z,75.5999984741211,6816.64990234375,160,2.0339999198913574,90,2020-05-17T20:12:54.000Z,22,92,163,43.7253205664455890655517578125,-79.36197775416076183319091796875
667,2020-05-17T20:13:01.000Z,75.5999984741211,6818.6298828125,163,2.1740000247955322,93,2020-05-17T20:13:00.000Z,22,90,160,43.725320734083652496337890625,-79.361953027546405792236328125
668,2020-05-17T20:13:06.000Z,75.5999984741211,6829.93017578125,166,2.4630000591278076,92,2020-05-17T20:13:01.000Z,22,93,163,43.72531344182789325714111328125,-79.36181380413472652435302734375
669,2020-05-17T20:13:08.000Z,75.19999694824219,6835.27001953125,170,2.500999927520752,92,2020-05-17T20:13:06.000Z,22,92,166,43.72530489228665828704833984375,-79.36174859292805194854736328125
670,2020-05-17T20:13:15.000Z,76.19999694824219,6855.4599609375,168,2.5380001068115234,91,2020-05-17T20:13:08.000Z,22,92,170,43.7252582050859928131103515625,-79.36150652356445789337158203125
671,2020-05-17T20:13:20.000Z,75.5999984741211,6867.740234375,165,2.4730000495910645,88,2020-05-17T20:13:15.000Z,22,91,168,43.72522895224392414093017578125,-79.3613597564399242401123046875
672,2020-05-17T20:13:23.000Z,75.4000015258789,6876.5,169,2.4630000591278076,85,2020-05-17T20:13:20.000Z,22,88,165,43.72519140131771564483642578125,-79.3612645380198955535888671875
673,2020-05-17T20:13:29.000Z,74.5999984741211,6898.02001953125,170,2.743000030517578,95,2020-05-17T20:13:23.000Z,21,85,169,43.7250449694693088531494140625,-79.3610989116132259368896484375
674,2020-05-17T20:13:36.000Z,75,6918.52978515625,171,2.9210000038146973,92,2020-05-17T20:13:29.000Z,21,95,170,43.724862746894359588623046875,-79.3610667251050472259521484375
675,2020-05-17T20:13:42.000Z,74.80000305175781,6939.39990234375,172,3.0980000495910645,94,2020-05-17T20:13:36.000Z,21,92,171,43.72469686903059482574462890625,-79.36095650307834148406982421875
676,2020-05-17T20:13:44.000Z,74.5999984741211,6946.33984375,169,3.1070001125335693,93,2020-05-17T20:13:42.000Z,21,94,172,43.72463442385196685791015625,-79.36095834709703922271728515625
677,2020-05-17T20:13:45.000Z,74.19999694824219,6948.81982421875,168,3.0880000591278076,94,2020-05-17T20:13:44.000Z,21,93,169,43.72461254708468914031982421875,-79.3609527312219142913818359375
678,2020-05-17T20:13:52.000Z,74,6970.02001953125,170,3.003999948501587,92,2020-05-17T20:13:45.000Z,21,94,168,43.724430911242961883544921875,-79.36088022775948047637939453125
679,2020-05-17T20:14:00.000Z,74.5999984741211,6991.18994140625,171,2.8550000190734863,91,2020-05-17T20:13:52.000Z,21,92,170,43.72424826957285404205322265625,-79.36081820167601108551025390625
680,2020-05-17T20:14:04.000Z,73.19999694824219,7000.52001953125,172,2.809000015258789,95,2020-05-17T20:14:00.000Z,21,91,171,43.7241672165691852569580078125,-79.36080127023160457611083984375
681,2020-05-17T20:14:05.000Z,73,7003.43017578125,173,2.809000015258789,95,2020-05-17T20:14:04.000Z,21,95,172,43.72414131648838520050048828125,-79.36079489998519420623779296875
682,2020-05-17T20:14:05.000Z,73,7003.43017578125,173,2.809000015258789,95,2020-05-17T20:14:05.000Z,21,95,173,43.72410946525633335113525390625,-79.36076606623828411102294921875
683,2020-05-17T20:14:06.000Z,73,7007.509765625,176,2.818000078201294,95,2020-05-17T20:14:06.000Z,21,95,176,43.72405196540057659149169921875,-79.36075248755514621734619140625
684,2020-05-17T20:14:08.000Z,72.5999984741211,7013.9501953125,181,2.865000009536743,93,2020-05-17T20:14:08.000Z,21,93,181,43.72399178333580493927001953125,-79.36075433157384395599365234375
685,2020-05-17T20:14:10.000Z,72.19999694824219,7020.64013671875,184,2.882999897003174,93,2020-05-17T20:14:10.000Z,21,93,184,43.72392472811043262481689453125,-79.36076170764863491058349609375
686,2020-05-17T20:14:12.000Z,71.80000305175781,7028.1201171875,187,2.930000066757202,96,2020-05-17T20:14:12.000Z,21,96,187,43.723855577409267425537109375,-79.36077595688402652740478515625
687,2020-05-17T20:14:14.000Z,71.4000015258789,7035.89990234375,190,3.0789999961853027,96,2020-05-17T20:14:14.000Z,21,96,190,43.72376211918890476226806640625,-79.3607966601848602294921875
688,2020-05-17T20:14:17.000Z,70.80000305175781,7046.41015625,191,3.181999921798706,96,2020-05-17T20:14:17.000Z,21,96,191,43.72364158742129802703857421875,-79.36079892329871654510498046875
689,2020-05-17T20:14:21.000Z,70.5999984741211,7059.81005859375,188,3.181999921798706,93,2020-05-17T20:14:21.000Z,21,93,188,43.72344109229743480682373046875,-79.3607462011277675628662109375
690,2020-05-17T20:14:28.000Z,70.19999694824219,7082.490234375,186,3.181999921798706,92,2020-05-17T20:14:28.000Z,21,92,186,43.7233585305511951446533203125,-79.36075215227901935577392578125
691,2020-05-17T20:14:31.000Z,69.80000305175781,7091.7099609375,187,3.1630001068115234,91,2020-05-17T20:14:31.000Z,21,91,187,43.72317706234753131866455078125,-79.36075902543962001800537109375
692,2020-05-17T20:14:38.000Z,69.80000305175781,7111.9599609375,187,3.0880000591278076,93,2020-05-17T20:14:38.000Z,20,93,187,43.72307798825204372406005859375,-79.360768161714076995849609375
693,2020-05-17T20:14:42.000Z,69.80000305175781,7123.14990234375,184,3.0420000553131104,90,2020-05-17T20:14:42.000Z,20,90,184,43.7229240126907825469970703125,-79.360788278281688690185546875
694,2020-05-17T20:14:48.000Z,70.5999984741211,7140.43994140625,181,3.0139999389648438,91,2020-05-17T20:14:48.000Z,20,91,181,43.72282485477626323699951171875,-79.36081686057150363922119140625
695,2020-05-17T20:14:52.000Z,71,7151.7099609375,178,2.994999885559082,88,2020-05-17T20:14:52.000Z,20,88,178,43.72265218757092952728271484375,-79.3608903698623180389404296875
696,2020-05-17T20:14:59.000Z,71,7171.77978515625,181,2.994999885559082,96,2020-05-17T20:14:59.000Z,20,96,181,43.72247180901467800140380859375,-79.3609710037708282470703125
697,2020-05-17T20:15:07.000Z,70,7193.06982421875,180,2.947999954223633,93,2020-05-17T20:15:07.000Z,20,93,180,43.72237927280366420745849609375,-79.36114744283258914947509765625
698,2020-05-17T20:15:16.000Z,69.80000305175781,7211.10986328125,177,2.500999927520752,91,2020-05-17T20:15:16.000Z,20,91,177,43.722277767956256866455078125,-79.36134676449000835418701171875
699,2020-05-17T20:15:23.000Z,70,7230.72998046875,180,2.61299991607666,89,2020-05-17T20:15:23.000Z,20,89,180,43.722248263657093048095703125,-79.3614120595157146453857421875
700,2020-05-17T20:15:25.000Z,69.80000305175781,7236.93994140625,184,2.7899999618530273,91,2020-05-17T20:15:25.000Z,20,91,184,43.7221790291368961334228515625,-79.36156452633440494537353515625
701,2020-05-17T20:15:30.000Z,69.19999694824219,7251.39013671875,181,2.809000015258789,93,2020-05-17T20:15:30.000Z,20,93,181,43.72214508242905139923095703125,-79.36162370257079601287841796875
702,2020-05-17T20:15:32.000Z,69.19999694824219,7257.47021484375,177,2.8269999027252197,93,2020-05-17T20:15:32.000Z,20,93,177,43.7221183441579341888427734375,-79.3616849742829799652099609375
703,2020-05-17T20:15:34.000Z,69.4000015258789,7263.240234375,174,2.865000009536743,93,2020-05-17T20:15:34.000Z,20,93,174,43.72208758257329463958740234375,-79.3617488443851470947265625
704,2020-05-17T20:15:36.000Z,69.5999984741211,7269.43017578125,171,2.865000009536743,96,2020-05-17T20:15:36.000Z,20,96,171,43.72189681045711040496826171875,-79.3618837930262088775634765625
705,2020-05-17T20:15:43.000Z,69,7293.60986328125,170,2.8929998874664307,87,2020-05-17T20:15:43.000Z,20,87,170,43.72171442024409770965576171875,-79.361884631216526031494140625
706,2020-05-17T20:15:49.000Z,69,7313.9599609375,169,3.0139999389648438,90,2020-05-17T20:15:49.000Z,20,90,169,43.721533454954624176025390625,-79.361814558506011962890625
707,2020-05-17T20:15:57.000Z,69.80000305175781,7335.14013671875,169,2.809000015258789,95,2020-05-17T20:15:57.000Z,20,95,169,43.7215245701372623443603515625,-79.36180558986961841583251953125
708,2020-05-17T20:15:59.000Z,69.80000305175781,7336.3701171875,168,2.7149999141693115,88,2020-05-17T20:15:59.000Z,20,88,168,43.721466399729251861572265625,-79.361782707273960113525390625
709,2020-05-17T20:16:02.000Z,69.5999984741211,7343.10986328125,167,2.2950000762939453,88,2020-05-17T20:16:02.000Z,20,88,167,43.721373863518238067626953125,-79.36172981746494770050048828125
710,2020-05-17T20:16:07.000Z,69.19999694824219,7354.47021484375,170,2.5190000534057617,91,2020-05-17T20:16:07.000Z,20,91,170,43.72129113413393497467041015625,-79.3614811263978481292724609375
711,2020-05-17T20:16:16.000Z,69,7376.919921875,171,2.6410000324249268,94,2020-05-17T20:16:16.000Z,20,94,171,43.7213103286921977996826171875,-79.3611934594810009002685546875
712,2020-05-17T20:16:23.000Z,69.4000015258789,7400.240234375,173,2.930000066757202,91,2020-05-17T20:16:23.000Z,20,91,173,43.7213462032377719879150390625,-79.3609352968633174896240234375
713,2020-05-17T20:16:30.000Z,69.5999984741211,7421.43017578125,176,2.938999891281128,89,2020-05-17T20:16:30.000Z,20,89,176,43.7213824130594730377197265625,-79.3607649765908718109130859375
714,2020-05-17T20:16:35.000Z,70.19999694824219,7435.759765625,175,2.9110000133514404,88,2020-05-17T20:16:35.000Z,20,88,175,43.72143899090588092803955078125,-79.36051611788570880889892578125
715,2020-05-17T20:16:44.000Z,69.19999694824219,7456.97998046875,174,2.743000030517578,89,2020-05-17T20:16:44.000Z,20,89,174,43.72147050686180591583251953125,-79.36036541126668453216552734375
716,2020-05-17T20:16:49.000Z,69.4000015258789,7469.85009765625,177,2.697000026702881,89,2020-05-17T20:16:49.000Z,20,89,177,43.72149514965713024139404296875,-79.36011227779090404510498046875
717,2020-05-17T20:16:57.000Z,69.19999694824219,7490.6298828125,176,2.7060000896453857,94,2020-05-17T20:16:57.000Z,20,94,176,43.7215125001966953277587890625,-79.36006106436252593994140625
718,2020-05-17T20:16:59.000Z,69.19999694824219,7495.10986328125,176,2.677999973297119,93,2020-05-17T20:16:59.000Z,20,93,176,43.7215597741305828094482421875,-79.35982100665569305419921875
719,2020-05-17T20:17:08.000Z,69.19999694824219,7515.2001953125,175,2.575000047683716,92,2020-05-17T20:17:08.000Z,20,92,175,43.7215933017432689666748046875,-79.3595780991017818450927734375
720,2020-05-17T20:17:16.000Z,69.5999984741211,7535.2998046875,174,2.556999921798706,92,2020-05-17T20:17:16.000Z,20,92,174,43.72168131172657012939453125,-79.35933141969144344329833984375
721,2020-05-17T20:17:23.000Z,70,7557.6298828125,173,2.697000026702881,90,2020-05-17T20:17:23.000Z,20,90,173,43.72173252515494823455810546875,-79.35916721820831298828125
722,2020-05-17T20:17:28.000Z,70.19999694824219,7572.0498046875,175,2.743000030517578,92,2020-05-17T20:17:28.000Z,20,92,175,43.721784241497516632080078125,-79.35898139141499996185302734375
723,2020-05-17T20:17:33.000Z,70.19999694824219,7588.10009765625,172,2.8550000190734863,93,2020-05-17T20:17:33.000Z,20,93,172,43.7218410708010196685791015625,-79.35872825793921947479248046875
724,2020-05-17T20:17:40.000Z,70.19999694824219,7609.9501953125,173,2.9210000038146973,94,2020-05-17T20:17:40.000Z,20,94,173,43.7217783741652965545654296875,-79.3584773875772953033447265625
725,2020-05-17T20:17:49.000Z,69.80000305175781,7631.5,173,2.753000020980835,93,2020-05-17T20:17:49.000Z,20,93,173,43.7217991612851619720458984375,-79.35831452719867229461669921875
726,2020-05-17T20:17:56.000Z,70,7644.759765625,173,2.2950000762939453,87,2020-05-17T20:17:56.000Z,20,87,173,43.7218145839869976043701171875,-79.3582614697515964508056640625
727,2020-05-17T20:17:58.000Z,70,7648.39013671875,172,2.0810000896453857,85,2020-05-17T20:17:58.000Z,20,85,172,43.72186194173991680145263671875,-79.358210675418376922607421875
728,2020-05-17T20:18:01.000Z,69.4000015258789,7655.02978515625,171,2.127000093460083,85,2020-05-17T20:18:01.000Z,20,85,171,43.72188189066946506500244140625,-79.35816398821771144866943359375
729,2020-05-17T20:18:03.000Z,69.19999694824219,7659.27001953125,172,2.2300000190734863,85,2020-05-17T20:18:03.000Z,20,85,172,43.72189588844776153564453125,-79.35811243951320648193359375
730,2020-05-17T20:18:05.000Z,69,7663.6201171875,173,2.2300000190734863,86,2020-05-17T20:18:05.000Z,20,86,173,43.72194257564842700958251953125,-79.357952512800693511962890625
731,2020-05-17T20:18:12.000Z,69.80000305175781,7676.1298828125,170,2.2019999027252197,89,2020-05-17T20:18:12.000Z,20,89,170,43.72194819152355194091796875,-79.35789828188717365264892578125
732,2020-05-17T20:18:14.000Z,69.80000305175781,7680.47998046875,166,2.183000087738037,91,2020-05-17T20:18:14.000Z,20,91,166,43.7220100499689579010009765625,-79.35770583339035511016845703125
733,2020-05-17T20:18:21.000Z,67.80000305175781,7696.5,169,2.2300000190734863,89,2020-05-17T20:18:21.000Z,20,89,169,43.72203712351620197296142578125,-79.357620589435100555419921875
734,2020-05-17T20:18:24.000Z,67.4000015258789,7704.02001953125,169,2.249000072479248,84,2020-05-17T20:18:24.000Z,20,84,169,43.72202706523239612579345703125,-79.35743912123143672943115234375
735,2020-05-17T20:18:31.000Z,67.80000305175781,7718.7900390625,168,2.183000087738037,87,2020-05-17T20:18:31.000Z,20,87,168,43.72206612490117549896240234375,-79.35732780955731868743896484375
736,2020-05-17T20:18:35.000Z,67.80000305175781,7728.72998046875,169,2.193000078201294,85,2020-05-17T20:18:35.000Z,20,85,169,43.7220776081085205078125,-79.35717190615832805633544921875
737,2020-05-17T20:18:40.000Z,67.80000305175781,7741.2900390625,172,2.2209999561309814,88,2020-05-17T20:18:40.000Z,20,88,172,43.722164444625377655029296875,-79.35693888925015926361083984375
738,2020-05-17T20:18:47.000Z,67.19999694824219,7762.47998046875,174,2.4170000553131104,85,2020-05-17T20:18:47.000Z,20,85,174,43.72215765528380870819091796875,-79.35691223479807376861572265625
739,2020-05-17T20:18:48.000Z,67.19999694824219,7764.759765625,173,2.444999933242798,85,2020-05-17T20:18:48.000Z,20,85,173,43.72216603718698024749755859375,-79.35683746822178363800048828125
740,2020-05-17T20:18:52.000Z,67.19999694824219,7770.56005859375,173,2.2950000762939453,86,2020-05-17T20:18:52.000Z,20,86,173,43.72215530835092067718505859375,-79.35680754482746124267578125
741,2020-05-17T20:18:54.000Z,67.5999984741211,7773.080078125,172,2.193000078201294,88,2020-05-17T20:18:54.000Z,20,88,172,43.7220132350921630859375,-79.35661668889224529266357421875
742,2020-05-17T20:19:04.000Z,68,7794.06005859375,170,2.183000087738037,83,2020-05-17T20:19:04.000Z,20,83,170,43.72195892035961151123046875,-79.3563416786491870880126953125
743,2020-05-17T20:19:13.000Z,67.4000015258789,7816.8701171875,169,2.052999973297119,86,2020-05-17T20:19:13.000Z,20,86,169,43.721946515142917633056640625,-79.3562632240355014801025390625
744,2020-05-17T20:19:16.000Z,66.80000305175781,7823.2001953125,172,2.1549999713897705,87,2020-05-17T20:19:16.000Z,20,87,172,43.72194156982004642486572265625,-79.356240592896938323974609375
745,2020-05-17T20:19:17.000Z,66.80000305175781,7824.97021484375,172,2.127000093460083,87,2020-05-17T20:19:17.000Z,20,87,172,43.72186646796762943267822265625,-79.35605359263718128204345703125
