I,time,atemp,cad,hr,lat,lon
32,2020-07-06T18:14:00.000Z,29.0,91,147,43.7158915959298610687255859375,-79.35716134496033191680908203125
33,2020-07-06T18:14:06.000Z,29.0,94,147,43.715915568172931671142578125,-79.3569019250571727752685546875
34,2020-07-06T18:14:12.000Z,29.0,91,147,43.71596946381032466888427734375,-79.35664535500109195709228515625
35,2020-07-06T18:14:18.000Z,29.0,90,150,43.7159811146557331085205078125,-79.3566048704087734222412109375
36,2020-07-06T18:14:19.000Z,29.0,91,153,43.716050684452056884765625,-79.35633815824985504150390625
37,2020-07-06T18:14:26.000Z,29.0,92,151,43.71609686873853206634521484375,-79.356171190738677978515625
38,2020-07-06T18:14:31.000Z,29.0,93,148,43.71615788899362087249755859375,-79.35592065565288066864013671875
39,2020-07-06T18:14:39.000Z,29.0,88,150,43.71617532335221767425537109375,-79.355851672589778900146484375
40,2020-07-06T18:14:41.000Z,29.0,88,150,43.71623651124536991119384765625,-79.3556124530732631683349609375
41,2020-07-06T18:14:51.000Z,29.0,88,148,43.71625964529812335968017578125,-79.355550594627857208251953125
42,2020-07-06T18:14:53.000Z,29.0,88,149,43.71640096418559551239013671875,-79.355409443378448486328125
43,2020-07-06T18:15:00.000Z,29.0,85,148,43.71657916344702243804931640625,-79.3554428033530712127685546875
44,2020-07-06T18:15:08.000Z,29.0,92,149,43.71665351092815399169921875,-79.35546241700649261474609375
45,2020-07-06T18:15:11.000Z,29.0,92,149,43.71682458557188510894775390625,-79.35556375421583652496337890625
46,2020-07-06T18:15:19.000Z,29.0,93,149,43.7168075703084468841552734375,-79.355811439454555511474609375
47,2020-07-06T18:15:26.000Z,29.0,90,147,43.716815449297428131103515625,-79.3560808338224887847900390625
48,2020-07-06T18:15:34.000Z,29.0,90,146,43.71678351424634456634521484375,-79.3563534133136272430419921875
49,2020-07-06T18:15:42.000Z,29.0,90,148,43.71675400994718074798583984375,-79.3566102348268032073974609375
50,2020-07-06T18:15:49.000Z,30.0,91,150,43.71675015427172183990478515625,-79.35676773078739643096923828125
51,2020-07-06T18:15:54.000Z,30.0,89,153,43.7167488969862461090087890625,-79.3569716624915599822998046875
52,2020-07-06T18:16:01.000Z,30.0,95,158,43.7167512439191341400146484375,-79.3570051901042461395263671875
53,2020-07-06T18:16:02.000Z,30.0,94,163,43.71675183065235614776611328125,-79.35703360475599765777587890625
54,2020-07-06T18:16:03.000Z,30.0,93,166,43.7167468853294849395751953125,-79.35706210322678089141845703125
55,2020-07-06T18:16:04.000Z,30.0,92,166,43.716748394072055816650390625,-79.3571436591446399688720703125
56,2020-07-06T18:16:07.000Z,30.0,92,166,43.71677328832447528839111328125,-79.3574065156280994415283203125
57,2020-07-06T18:16:14.000Z,30.0,91,166,43.71678267605602741241455078125,-79.3575325794517993927001953125
58,2020-07-06T18:16:17.000Z,30.0,93,163,43.7168397568166255950927734375,-79.357772134244441986083984375
59,2020-07-06T18:16:24.000Z,30.0,93,160,43.7168484739959239959716796875,-79.35788118280470371246337890625
60,2020-07-06T18:16:27.000Z,30.0,92,159,43.71690161526203155517578125,-79.35813750140368938446044921875
61,2020-07-06T18:16:35.000Z,30.0,91,159,43.7169339694082736968994140625,-79.358396418392658233642578125
62,2020-07-06T18:16:42.000Z,30.0,92,157,43.71695995330810546875,-79.35864879749715328216552734375
63,2020-07-06T18:16:49.000Z,30.0,93,155,43.7170271761715412139892578125,-79.35888047330081462860107421875
64,2020-07-06T18:16:56.000Z,30.0,92,156,43.7171334587037563323974609375,-79.35907895676791667938232421875
65,2020-07-06T18:17:03.000Z,30.0,90,154,43.71731006540358066558837890625,-79.35922128148376941680908203125
66,2020-07-06T18:17:11.000Z,30.0,89,152,43.71740880422294139862060546875,-79.35933980159461498260498046875
67,2020-07-06T18:17:16.000Z,30.0,90,151,43.7175540626049041748046875,-79.3594607524573802947998046875
68,2020-07-06T18:17:23.000Z,30.0,93,148,43.71761240065097808837890625,-79.35951934196054935455322265625
69,2020-07-06T18:17:26.000Z,30.0,91,151,43.7177242152392864227294921875,-79.3596575595438480377197265625
70,2020-07-06T18:17:31.000Z,30.0,91,146,43.7177976407110691070556640625,-79.3597088567912578582763671875
71,2020-07-06T18:17:34.000Z,30.0,89,144,43.71782689355313777923583984375,-79.35970474965870380401611328125
72,2020-07-06T18:17:37.000Z,30.0,90,144,43.7178690545260906219482421875,-79.35971866361796855926513671875
73,2020-07-06T18:17:40.000Z,30.0,81,145,43.717925213277339935302734375,-79.35971774160861968994140625
74,2020-07-06T18:17:42.000Z,30.0,81,145,43.71800827793776988983154296875,-79.3596565537154674530029296875
75,2020-07-06T18:17:47.000Z,30.0,91,146,43.718039877712726593017578125,-79.359615147113800048828125
76,2020-07-06T18:17:49.000Z,30.0,94,146,43.71808522380888462066650390625,-79.35955890454351902008056640625
77,2020-07-06T18:17:51.000Z,30.0,97,145,43.71818563900887966156005859375,-79.35945731587707996368408203125
78,2020-07-06T18:17:56.000Z,30.0,97,145,43.71821396984159946441650390625,-79.359435774385929107666015625
79,2020-07-06T18:17:57.000Z,30.0,97,145,43.7182693742215633392333984375,-79.35939411632716655731201171875
80,2020-07-06T18:17:59.000Z,30.0,97,146,43.71838797815144062042236328125,-79.3592659570276737213134765625
81,2020-07-06T18:18:05.000Z,30.0,92,146,43.7185384333133697509765625,-79.35913964174687862396240234375
82,2020-07-06T18:18:11.000Z,30.0,93,146,43.718717806041240692138671875,-79.35907493345439434051513671875
83,2020-07-06T18:18:17.000Z,30.0,92,146,43.718868009746074676513671875,-79.35904274694621562957763671875
84,2020-07-06T18:18:23.000Z,30.0,92,146,43.7189724482595920562744140625,-79.35900351963937282562255859375
85,2020-07-06T18:18:27.000Z,30.0,91,147,43.719018213450908660888671875,-79.35898281633853912353515625
86,2020-07-06T18:18:29.000Z,30.0,90,148,43.7191816605627536773681640625,-79.3588743545114994049072265625
87,2020-07-06T18:18:35.000Z,30.0,90,149,43.71926874853670597076416015625,-79.35877452604472637176513671875
88,2020-07-06T18:18:39.000Z,30.0,92,150,43.71933211572468280792236328125,-79.3586723506450653076171875
89,2020-07-06T18:18:42.000Z,30.0,92,151,43.71940956450998783111572265625,-79.35853983275592327117919921875
90,2020-07-06T18:18:46.000Z,30.0,97,150,43.71945516206324100494384765625,-79.35836456716060638427734375
91,2020-07-06T18:18:51.000Z,30.0,97,147,43.71941559948027133941650390625,-79.35818276368081569671630859375
92,2020-07-06T18:18:56.000Z,30.0,95,146,43.7192691676318645477294921875,-79.35801076702773571014404296875
93,2020-07-06T18:19:04.000Z,30.0,93,145,43.71925299055874347686767578125,-79.35799484141170978546142578125
94,2020-07-06T18:19:05.000Z,30.0,92,145,43.71919247321784496307373046875,-79.35794346034526824951171875
95,2020-07-06T18:19:10.000Z,30.0,91,148,43.7190051376819610595703125,-79.3578081764280796051025390625
96,2020-07-06T18:19:18.000Z,30.0,89,148,43.7188202328979969024658203125,-79.3576868064701557159423828125
97,2020-07-06T18:19:25.000Z,30.0,90,146,43.7186606414616107940673828125,-79.3575201742351055145263671875
98,2020-07-06T18:19:32.000Z,30.0,89,145,43.7184785865247249603271484375,-79.357375167310237884521484375
99,2020-07-06T18:19:38.000Z,30.0,93,145,43.71837641112506389617919921875,-79.35714106075465679168701171875
100,2020-07-06T18:19:45.000Z,30.0,92,146,43.71833584271371364593505859375,-79.356874264776706695556640625
101,2020-07-06T18:19:52.000Z,30.0,91,145,43.7183166481554508209228515625,-79.35679203830659389495849609375
102,2020-07-06T18:19:55.000Z,30.0,92,148,43.71827716939151287078857421875,-79.356725402176380157470703125
103,2020-07-06T18:19:58.000Z,30.0,92,145,43.71823576278984546661376953125,-79.3566377274692058563232421875
104,2020-07-06T18:20:02.000Z,30.0,94,149,43.7181972898542881011962890625,-79.3564016930758953094482421875
105,2020-07-06T18:20:09.000Z,30.0,93,149,43.71819854713976383209228515625,-79.3563654832541942596435546875
106,2020-07-06T18:20:10.000Z,30.0,93,144,43.71824380941689014434814453125,-79.3561240844428539276123046875
107,2020-07-06T18:20:16.000Z,30.0,90,144,43.7182868085801601409912109375,-79.35591411776840686798095703125
108,2020-07-06T18:20:21.000Z,30.0,92,145,43.718324191868305206298828125,-79.3556624092161655426025390625
109,2020-07-06T18:20:28.000Z,30.0,91,146,43.7183183245360851287841796875,-79.3555288016796112060546875
110,2020-07-06T18:20:32.000Z,30.0,92,148,43.71833433397114276885986328125,-79.35543701983988285064697265625
111,2020-07-06T18:20:34.000Z,30.0,93,147,43.71844799257814884185791015625,-79.3551960401237010955810546875
112,2020-07-06T18:20:40.000Z,30.0,85,147,43.71857464313507080078125,-79.35500954277813434600830078125
113,2020-07-06T18:20:46.000Z,30.0,90,147,43.718703053891658782958984375,-79.35488549061119556427001953125
114,2020-07-06T18:20:53.000Z,30.0,91,146,43.71888066641986370086669921875,-79.354781471192836761474609375
115,2020-07-06T18:21:01.000Z,29.0,90,145,43.71906389482319355010986328125,-79.35479412786662578582763671875
116,2020-07-06T18:21:11.000Z,29.0,85,147,43.719132207334041595458984375,-79.3548312596976757049560546875
117,2020-07-06T18:21:15.000Z,29.0,84,148,43.7191501446068286895751953125,-79.35485615395009517669677734375
118,2020-07-06T18:21:17.000Z,29.0,84,148,43.71916866861283779144287109375,-79.35486922971904277801513671875
119,2020-07-06T18:21:18.000Z,29.0,84,149,43.7192406691610813140869140625,-79.35488440096378326416015625
120,2020-07-06T18:21:21.000Z,29.0,85,152,43.71929003857076168060302734375,-79.354904852807521820068359375
121,2020-07-06T18:21:23.000Z,29.0,85,156,43.7194180302321910858154296875,-79.35496260412037372589111328125
122,2020-07-06T18:21:29.000Z,29.0,88,157,43.71948718093335628509521484375,-79.35498875565826892852783203125
123,2020-07-06T18:21:32.000Z,29.0,89,156,43.7196542322635650634765625,-79.355105347931385040283203125
124,2020-07-06T18:21:38.000Z,29.0,89,155,43.719767220318317413330078125,-79.35517382808029651641845703125
125,2020-07-06T18:21:42.000Z,29.0,89,158,43.7198240496218204498291015625,-79.3551930226385593414306640625
126,2020-07-06T18:21:44.000Z,29.0,90,161,43.71991918422281742095947265625,-79.35523585416376590728759765625
127,2020-07-06T18:21:47.000Z,29.0,88,164,43.71996746398508548736572265625,-79.35525722801685333251953125
128,2020-07-06T18:21:49.000Z,29.0,87,161,43.720101825892925262451171875,-79.3553398735821247100830078125
129,2020-07-06T18:21:54.000Z,29.0,87,166,43.7201251275837421417236328125,-79.3553640134632587432861328125
130,2020-07-06T18:21:55.000Z,29.0,87,171,43.72014113701879978179931640625,-79.35538354329764842987060546875
131,2020-07-06T18:21:56.000Z,29.0,87,176,43.72015513479709625244140625,-79.355401061475276947021484375
132,2020-07-06T18:21:57.000Z,29.0,87,176,43.72018120251595973968505859375,-79.3554702959954738616943359375
133,2020-07-06T18:22:00.000Z,29.0,87,173,43.72019746340811252593994140625,-79.35557247139513492584228515625
134,2020-07-06T18:22:04.000Z,29.0,87,174,43.72023694217205047607421875,-79.3557073362171649932861328125
135,2020-07-06T18:22:09.000Z,29.0,90,178,43.7202521972358226776123046875,-79.3558265268802642822265625
136,2020-07-06T18:22:13.000Z,29.0,92,180,43.72029385529458522796630859375,-79.3559272773563861846923828125
137,2020-07-06T18:22:18.000Z,29.0,88,177,43.720347248017787933349609375,-79.3560945801436901092529296875
138,2020-07-06T18:22:24.000Z,29.0,88,174,43.72035068459808826446533203125,-79.35634964145720005035400390625
139,2020-07-06T18:22:30.000Z,29.0,87,174,43.72031413950026035308837890625,-79.356610067188739776611328125
140,2020-07-06T18:22:37.000Z,29.0,86,174,43.7202790193259716033935546875,-79.3568466044962406158447265625
141,2020-07-06T18:22:43.000Z,29.0,87,174,43.7201848067343235015869140625,-79.357070736587047576904296875
142,2020-07-06T18:22:51.000Z,29.0,85,172,43.72017935849726200103759765625,-79.35726192779839038848876953125
143,2020-07-06T18:22:58.000Z,29.0,86,172,43.72015555389225482940673828125,-79.35735194943845272064208984375
144,2020-07-06T18:23:02.000Z,29.0,83,171,43.7201496027410030364990234375,-79.35744767077267169952392578125
145,2020-07-06T18:23:06.000Z,29.0,83,170,43.72014197520911693572998046875,-79.35753433965146541595458984375
146,2020-07-06T18:23:09.000Z,29.0,84,171,43.72012722305953502655029296875,-79.3576023168861865997314453125
147,2020-07-06T18:23:11.000Z,29.0,84,170,43.720031082630157470703125,-79.3578239344060420989990234375
148,2020-07-06T18:23:20.000Z,29.0,88,170,43.72001909650862216949462890625,-79.3579074181616306304931640625
149,2020-07-06T18:23:23.000Z,29.0,87,170,43.71995866298675537109375,-79.35813398100435733795166015625
150,2020-07-06T18:23:31.000Z,29.0,87,172,43.71992538683116436004638671875,-79.35829860158264636993408203125
151,2020-07-06T18:23:37.000Z,29.0,84,171,43.719914741814136505126953125,-79.35839767567813396453857421875
152,2020-07-06T18:23:40.000Z,29.0,87,168,43.7198994867503643035888671875,-79.3585477955639362335205078125
153,2020-07-06T18:23:43.000Z,29.0,89,168,43.719898648560047149658203125,-79.35861627571284770965576171875
154,2020-07-06T18:23:45.000Z,29.0,89,167,43.71987157501280307769775390625,-79.358807466924190521240234375
155,2020-07-06T18:23:50.000Z,29.0,89,167,43.71984089724719524383544921875,-79.35907409526407718658447265625
156,2020-07-06T18:23:57.000Z,29.0,92,166,43.71984240598976612091064453125,-79.3591895140707492828369140625
157,2020-07-06T18:24:00.000Z,29.0,91,163,43.71983553282916545867919921875,-79.35944407247006893157958984375
158,2020-07-06T18:24:07.000Z,29.0,94,165,43.719816170632839202880859375,-79.35967206023633480072021484375
159,2020-07-06T18:24:13.000Z,29.0,90,168,43.71975556947290897369384765625,-79.3599200807511806488037109375
160,2020-07-06T18:24:19.000Z,29.0,89,168,43.71976177208125591278076171875,-79.36012141406536102294921875
161,2020-07-06T18:24:25.000Z,29.0,90,168,43.7197606824338436126708984375,-79.360317885875701904296875
162,2020-07-06T18:24:31.000Z,29.0,90,168,43.71981021948158740997314453125,-79.36056406237185001373291015625
163,2020-07-06T18:24:39.000Z,29.0,88,166,43.719802089035511016845703125,-79.3606710992753505706787109375
164,2020-07-06T18:24:42.000Z,29.0,86,163,43.7198098003864288330078125,-79.36086480505764484405517578125
165,2020-07-06T18:24:48.000Z,29.0,87,166,43.71982329525053501129150390625,-79.36091476120054721832275390625
166,2020-07-06T18:24:50.000Z,29.0,87,167,43.71994935907423496246337890625,-79.36110720969736576080322265625
167,2020-07-06T18:24:58.000Z,29.0,83,169,43.720054216682910919189453125,-79.36121768318116664886474609375
168,2020-07-06T18:25:03.000Z,29.0,86,169,43.720115236937999725341796875,-79.36130703426897525787353515625
169,2020-07-06T18:25:08.000Z,29.0,87,169,43.7201311625540256500244140625,-79.36138339340686798095703125
170,2020-07-06T18:25:11.000Z,29.0,86,170,43.72021690942347049713134765625,-79.361426644027233123779296875
171,2020-07-06T18:25:16.000Z,29.0,86,169,43.72026778757572174072265625,-79.3614130653440952301025390625
172,2020-07-06T18:25:19.000Z,29.0,83,167,43.72029502876102924346923828125,-79.3614077009260654449462890625
173,2020-07-06T18:25:21.000Z,29.0,82,167,43.7203041650354862213134765625,-79.361403174698352813720703125
174,2020-07-06T18:25:22.000Z,29.0,82,167,43.72031874954700469970703125,-79.3613921105861663818359375
175,2020-07-06T18:25:24.000Z,29.0,84,166,43.7203242816030979156494140625,-79.361381717026233673095703125
176,2020-07-06T18:25:25.000Z,29.0,84,166,43.72035093605518341064453125,-79.36136470176279544830322265625
177,2020-07-06T18:25:27.000Z,29.0,82,165,43.72037968598306179046630859375,-79.36133922077715396881103515625
178,2020-07-06T18:25:29.000Z,29.0,82,164,43.7204070948064327239990234375,-79.36130418442189693450927734375
179,2020-07-06T18:25:32.000Z,29.0,81,165,43.72041053138673305511474609375,-79.36129278503358364105224609375
180,2020-07-06T18:25:33.000Z,29.0,81,165,43.7204238586127758026123046875,-79.3612752668559551239013671875
181,2020-07-06T18:25:35.000Z,29.0,82,166,43.72046568430960178375244140625,-79.3612365424633026123046875
182,2020-07-06T18:25:38.000Z,29.0,81,166,43.7204852141439914703369140625,-79.36121617443859577178955078125
183,2020-07-06T18:25:39.000Z,29.0,81,165,43.72051765210926532745361328125,-79.36117962934076786041259765625
184,2020-07-06T18:25:41.000Z,29.0,81,164,43.72058185748755931854248046875,-79.36112514697015285491943359375
185,2020-07-06T18:25:45.000Z,29.0,83,163,43.7206451408565044403076171875,-79.361094720661640167236328125
186,2020-07-06T18:25:48.000Z,29.0,82,165,43.72073717415332794189453125,-79.36105742119252681732177734375
187,2020-07-06T18:25:52.000Z,29.0,82,166,43.7207926623523235321044921875,-79.3610358797013759613037109375
188,2020-07-06T18:25:55.000Z,29.0,82,169,43.72087405063211917877197265625,-79.36099338345229625701904296875
189,2020-07-06T18:26:00.000Z,29.0,82,170,43.72094311751425266265869140625,-79.36098919250071048736572265625
190,2020-07-06T18:26:04.000Z,29.0,82,169,43.7209851108491420745849609375,-79.36101551167666912078857421875
191,2020-07-06T18:26:07.000Z,29.0,79,168,43.721135146915912628173828125,-79.3609292618930339813232421875
192,2020-07-06T18:26:14.000Z,29.0,81,167,43.72116641141474246978759765625,-79.3608744442462921142578125
193,2020-07-06T18:26:16.000Z,29.0,84,172,43.7211829237639904022216796875,-79.36084368266165256500244140625
194,2020-07-06T18:26:17.000Z,29.0,84,172,43.72120010666549205780029296875,-79.360813088715076446533203125
195,2020-07-06T18:26:18.000Z,29.0,83,175,43.72129566036164760589599609375,-79.36058183200657367706298828125
196,2020-07-06T18:26:25.000Z,29.0,86,174,43.7213515676558017730712890625,-79.36045358888804912567138671875
197,2020-07-06T18:26:29.000Z,29.0,85,170,43.72143714688718318939208984375,-79.36022308655083179473876953125
198,2020-07-06T18:26:36.000Z,29.0,85,172,43.72148307971656322479248046875,-79.3599559552967548370361328125
199,2020-07-06T18:26:44.000Z,29.0,86,170,43.72151057235896587371826171875,-79.35970709659159183502197265625
200,2020-07-06T18:26:51.000Z,29.0,85,172,43.7215518951416015625,-79.35944960452616214752197265625
201,2020-07-06T18:26:58.000Z,29.0,92,174,43.72161962091922760009765625,-79.359181635081768035888671875
202,2020-07-06T18:27:06.000Z,29.0,85,172,43.7216523103415966033935546875,-79.359079711139202117919921875
203,2020-07-06T18:27:09.000Z,29.0,86,175,43.72173369862139225006103515625,-79.358857087790966033935546875
204,2020-07-06T18:27:16.000Z,29.0,87,175,43.721760772168636322021484375,-79.35861828736960887908935546875
205,2020-07-06T18:27:24.000Z,29.0,85,172,43.7216878496110439300537109375,-79.3583778105676174163818359375
206,2020-07-06T18:27:32.000Z,29.0,83,172,43.72166664339601993560791015625,-79.358277060091495513916015625
207,2020-07-06T18:27:37.000Z,29.0,83,172,43.72169413603842258453369140625,-79.35822836123406887054443359375
208,2020-07-06T18:27:40.000Z,29.0,83,173,43.72181676328182220458984375,-79.3580495752394199371337890625
209,2020-07-06T18:27:48.000Z,29.0,82,173,43.72179488651454448699951171875,-79.357834495604038238525390625
210,2020-07-06T18:27:57.000Z,29.0,85,171,43.721866048872470855712890625,-79.35761086642742156982421875
211,2020-07-06T18:28:03.000Z,29.0,87,174,43.7219010852277278900146484375,-79.3575029075145721435546875
212,2020-07-06T18:28:06.000Z,29.0,88,175,43.72192027978599071502685546875,-79.35734759084880352020263671875
213,2020-07-06T18:28:11.000Z,29.0,87,177,43.72194810770452022552490234375,-79.357288666069507598876953125
214,2020-07-06T18:28:13.000Z,29.0,87,177,43.72199605219066143035888671875,-79.3571168370544910430908203125
215,2020-07-06T18:28:18.000Z,29.0,87,177,43.72206008993089199066162109375,-79.3569351173937320709228515625
216,2020-07-06T18:28:23.000Z,29.0,87,174,43.72208288870751857757568359375,-79.35683897696435451507568359375
217,2020-07-06T18:28:26.000Z,29.0,87,173,43.7220502831041812896728515625,-79.3566863425076007843017578125
218,2020-07-06T18:28:31.000Z,29.0,85,171,43.7219215370714664459228515625,-79.356501102447509765625
219,2020-07-06T18:28:40.000Z,29.0,85,173,43.7218591757118701934814453125,-79.35623346827924251556396484375
220,2020-07-06T18:28:49.000Z,29.0,84,173,43.7218176014721393585205078125,-79.3560808338224887847900390625
221,2020-07-06T18:28:55.000Z,29.0,86,174,43.7217901088297367095947265625,-79.35603414662182331085205078125
222,2020-07-06T18:28:57.000Z,29.0,83,168,43.7217803858220577239990234375,-79.356005899608135223388671875
223,2020-07-06T18:28:58.000Z,29.0,83,163,43.7217699922621250152587890625,-79.3559789098799228668212890625
224,2020-07-06T18:28:59.000Z,29.0,84,164,43.72174828313291072845458984375,-79.355928786098957061767578125
225,2020-07-06T18:29:01.000Z,29.0,85,161,43.72166278772056102752685546875,-79.35577078722417354583740234375
226,2020-07-06T18:29:06.000Z,29.0,87,158,43.72165222652256488800048828125,-79.3557365052402019500732421875
227,2020-07-06T18:29:07.000Z,29.0,87,158,43.72164770029485225677490234375,-79.355617649853229522705078125
228,2020-07-06T18:29:11.000Z,29.0,86,158,43.721688352525234222412109375,-79.355527125298976898193359375
229,2020-07-06T18:29:14.000Z,29.0,86,158,43.72176018543541431427001953125,-79.35528270900249481201171875
230,2020-07-06T18:29:21.000Z,29.0,88,159,43.72186831198632717132568359375,-79.35509436763823032379150390625
231,2020-07-06T18:29:29.000Z,28.0,87,162,43.72205078601837158203125,-79.35500317253172397613525390625
232,2020-07-06T18:29:39.000Z,28.0,86,163,43.72210099361836910247802734375,-79.35494869016110897064208984375
233,2020-07-06T18:29:42.000Z,28.0,89,164,43.7222303263843059539794921875,-79.35474836267530918121337890625
234,2020-07-06T18:29:50.000Z,28.0,84,167,43.72229411266744136810302734375,-79.35457619838416576385498046875
235,2020-07-06T18:29:56.000Z,28.0,89,170,43.7224371917545795440673828125,-79.354420714080333709716796875
236,2020-07-06T18:30:03.000Z,28.0,87,170,43.72245001606643199920654296875,-79.3543977476656436920166015625
237,2020-07-06T18:30:04.000Z,28.0,85,169,43.72244263999164104461669921875,-79.35431602410972118377685546875
238,2020-07-06T18:30:07.000Z,28.0,85,166,43.722427971661090850830078125,-79.35424343682825565338134765625
239,2020-07-06T18:30:10.000Z,28.0,81,163,43.722427971661090850830078125,-79.3542150221765041351318359375
240,2020-07-06T18:30:11.000Z,28.0,85,159,43.7224231101572513580322265625,-79.35418727807700634002685546875
241,2020-07-06T18:30:12.000Z,28.0,86,159,43.72239268384873867034912109375,-79.353977143764495849609375
242,2020-07-06T18:30:20.000Z,28.0,88,158,43.72240743599832057952880859375,-79.35390111990272998809814453125
243,2020-07-06T18:30:22.000Z,28.0,89,157,43.7224217690527439117431640625,-79.35362636111676692962646484375
244,2020-07-06T18:30:30.000Z,28.0,88,158,43.7224110402166843414306640625,-79.35336149297654628753662109375
245,2020-07-06T18:30:37.000Z,28.0,87,157,43.72240123338997364044189453125,-79.35330114327371120452880859375
246,2020-07-06T18:30:39.000Z,28.0,87,160,43.72239117510616779327392578125,-79.35319469310343265533447265625
247,2020-07-06T18:30:43.000Z,28.0,85,159,43.72240022756159305572509765625,-79.3531377799808979034423828125
248,2020-07-06T18:30:45.000Z,28.0,84,158,43.72253819368779659271240234375,-79.35294323600828647613525390625
249,2020-07-06T18:30:51.000Z,28.0,88,156,43.72265520505607128143310546875,-79.35272899456322193145751953125
250,2020-07-06T18:30:59.000Z,28.0,85,157,43.72276953421533107757568359375,-79.35251735150814056396484375
251,2020-07-06T18:31:06.000Z,28.0,88,159,43.72283524833619594573974609375,-79.35244895517826080322265625
252,2020-07-06T18:31:09.000Z,28.0,87,159,43.72294806875288486480712890625,-79.3523181974887847900390625
253,2020-07-06T18:31:17.000Z,28.0,87,156,43.7230654992163181304931640625,-79.35205475427210330963134765625
254,2020-07-06T18:31:26.000Z,28.0,86,153,43.723181672394275665283203125,-79.35185358859598636627197265625
255,2020-07-06T18:31:32.000Z,28.0,84,154,43.72332441620528697967529296875,-79.3516726233065128326416015625
256,2020-07-06T18:31:40.000Z,28.0,85,153,43.723504543304443359375,-79.35160816647112369537353515625
257,2020-07-06T18:31:51.000Z,28.0,90,154,43.72359163127839565277099609375,-79.351573549211025238037109375
258,2020-07-06T18:31:56.000Z,28.0,87,149,43.72361292131245136260986328125,-79.35156927444040775299072265625
259,2020-07-06T18:31:57.000Z,28.0,84,145,43.72365432791411876678466796875,-79.351557455956935882568359375
260,2020-07-06T18:31:59.000Z,28.0,87,146,43.72379891574382781982421875,-79.35152359306812286376953125
