I,time,atemp,cad,hr,lat,lon
25,2020-07-08T18:31:57.000Z,29.0,99,155,43.71906842105090618133544921875,-79.3583754636347293853759765625
26,2020-07-08T18:32:01.000Z,29.0,97,155,43.7191223166882991790771484375,-79.358252920210361480712890625
27,2020-07-08T18:32:05.000Z,29.0,96,155,43.71933639049530029296875,-79.358209334313869476318359375
28,2020-07-08T18:32:11.000Z,29.0,96,156,43.7193435989320278167724609375,-79.35821847058832645416259765625
29,2020-07-08T18:32:12.000Z,29.0,96,156,43.71936765499413013458251953125,-79.3582396768033504486083984375
30,2020-07-08T18:32:14.000Z,29.0,95,156,43.71934016235172748565673828125,-79.35820522718131542205810546875
31,2020-07-08T18:32:16.000Z,29.0,95,155,43.7193288467824459075927734375,-79.3582002818584442138671875
32,2020-07-08T18:32:17.000Z,29.0,95,155,43.7190643139183521270751953125,-79.3581246770918369293212890625
33,2020-07-08T18:32:32.000Z,29.0,93,154,43.7188986875116825103759765625,-79.35801797546446323394775390625
34,2020-07-08T18:32:41.000Z,29.0,94,152,43.71882702223956584930419921875,-79.357851929962635040283203125
35,2020-07-08T18:32:43.000Z,29.0,92,152,43.71874169446527957916259765625,-79.35765872709453105926513671875
36,2020-07-08T18:32:46.000Z,29.0,93,151,43.7186301313340663909912109375,-79.35739654116332530975341796875
37,2020-07-08T18:32:52.000Z,29.0,95,153,43.71857238002121448516845703125,-79.35721834190189838409423828125
38,2020-07-08T18:32:55.000Z,29.0,97,156,43.718514628708362579345703125,-79.3569790385663509368896484375
39,2020-07-08T18:33:02.000Z,29.0,94,159,43.71849811635911464691162109375,-79.35694039799273014068603515625
40,2020-07-08T18:33:04.000Z,29.0,94,158,43.71848009526729583740234375,-79.35689815320074558258056640625
41,2020-07-08T18:33:06.000Z,29.0,94,158,43.71846693567931652069091796875,-79.35688256286084651947021484375
42,2020-07-08T18:33:07.000Z,29.0,93,158,43.71843592263758182525634765625,-79.35683906078338623046875
43,2020-07-08T18:33:10.000Z,29.0,94,157,43.7183920852839946746826171875,-79.3567319400608539581298828125
44,2020-07-08T18:33:13.000Z,29.0,93,156,43.7183458171784877777099609375,-79.35659305192530155181884765625
45,2020-07-08T18:33:15.000Z,29.0,93,155,43.7182720564305782318115234375,-79.35630555264651775360107421875
46,2020-07-08T18:33:20.000Z,29.0,98,155,43.71819435618817806243896484375,-79.35603515245020389556884765625
47,2020-07-08T18:33:26.000Z,29.0,94,155,43.7181868962943553924560546875,-79.35598687268793582916259765625
48,2020-07-08T18:33:27.000Z,29.0,94,155,43.7181629240512847900390625,-79.35566685162484645843505859375
49,2020-07-08T18:33:35.000Z,29.0,93,157,43.71814389713108539581298828125,-79.3555819429457187652587890625
50,2020-07-08T18:33:37.000Z,28.0,93,157,43.7181414663791656494140625,-79.35533040203154087066650390625
51,2020-07-08T18:33:41.000Z,28.0,93,158,43.71815311722457408905029296875,-79.3550994805991649627685546875
52,2020-07-08T18:33:46.000Z,28.0,92,155,43.71813015080988407135009765625,-79.354829080402851104736328125
53,2020-07-08T18:33:52.000Z,28.0,93,153,43.7181557156145572662353515625,-79.35478105209767818450927734375
54,2020-07-08T18:33:54.000Z,28.0,93,153,43.71835461817681789398193359375,-79.35468834824860095977783203125
55,2020-07-08T18:34:01.000Z,28.0,92,153,43.7185384333133697509765625,-79.35468885116279125213623046875
56,2020-07-08T18:34:07.000Z,28.0,91,154,43.7187263555824756622314453125,-79.35476244427263736724853515625
57,2020-07-08T18:34:13.000Z,28.0,92,154,43.7189134396612644195556640625,-79.35481692664325237274169921875
58,2020-07-08T18:34:18.000Z,28.0,92,154,43.719111420214176177978515625,-79.3548728339374065399169921875
59,2020-07-08T18:34:21.000Z,28.0,94,153,43.719259612262248992919921875,-79.354927651584148406982421875
60,2020-07-08T18:34:24.000Z,28.0,91,151,43.719399087131023406982421875,-79.35499663464725017547607421875
61,2020-07-08T18:34:28.000Z,28.0,92,154,43.71943219564855098724365234375,-79.35501515865325927734375
62,2020-07-08T18:34:29.000Z,28.0,91,155,43.71960788033902645111083984375,-79.355125464498996734619140625
63,2020-07-08T18:34:34.000Z,28.0,97,156,43.71963880956172943115234375,-79.3551487661898136138916015625
64,2020-07-08T18:34:35.000Z,28.0,97,156,43.71981809847056865692138671875,-79.35525856912136077880859375
65,2020-07-08T18:34:40.000Z,28.0,92,155,43.7199967168271541595458984375,-79.35536627657711505889892578125
66,2020-07-08T18:34:46.000Z,28.0,92,154,43.72015781700611114501953125,-79.3555222637951374053955078125
67,2020-07-08T18:34:53.000Z,28.0,88,156,43.720180280506610870361328125,-79.355597533285617828369140625
68,2020-07-08T18:34:56.000Z,28.0,88,157,43.72018690221011638641357421875,-79.35568177141249179840087890625
69,2020-07-08T18:34:59.000Z,28.0,89,156,43.720206432044506072998046875,-79.355775229632854461669921875
70,2020-07-08T18:35:02.000Z,28.0,89,156,43.72028010897338390350341796875,-79.35600229538977146148681640625
71,2020-07-08T18:35:10.000Z,28.0,92,154,43.7203692086040973663330078125,-79.35624889098107814788818359375
72,2020-07-08T18:35:18.000Z,28.0,84,156,43.7203785963356494903564453125,-79.35651191510260105133056640625
73,2020-07-08T18:35:24.000Z,28.0,87,157,43.7203363515436649322509765625,-79.356742836534976959228515625
74,2020-07-08T18:35:30.000Z,28.0,87,155,43.720311708748340606689453125,-79.35695246793329715728759765625
75,2020-07-08T18:35:38.000Z,28.0,87,155,43.7201998941600322723388671875,-79.35715296305716037750244140625
76,2020-07-08T18:35:44.000Z,28.0,86,154,43.72018053196370601654052734375,-79.357216246426105499267578125
77,2020-07-08T18:35:47.000Z,28.0,85,154,43.720179609954357147216796875,-79.3572952039539813995361328125
78,2020-07-08T18:35:50.000Z,28.0,85,154,43.72012370266020298004150390625,-79.35736988671123981475830078125
79,2020-07-08T18:35:53.000Z,28.0,86,155,43.720114566385746002197265625,-79.35739184729754924774169921875
80,2020-07-08T18:35:54.000Z,28.0,86,155,43.7201221100986003875732421875,-79.35764037072658538818359375
81,2020-07-08T18:36:02.000Z,28.0,83,157,43.7200218625366687774658203125,-79.35782720334827899932861328125
82,2020-07-08T18:36:09.000Z,28.0,88,160,43.72001088224351406097412109375,-79.35796651057898998260498046875
83,2020-07-08T18:36:16.000Z,28.0,86,161,43.7199796177446842193603515625,-79.35807178728282451629638671875
84,2020-07-08T18:36:20.000Z,28.0,83,160,43.71997886337339878082275390625,-79.35826138593256473541259765625
85,2020-07-08T18:36:25.000Z,28.0,85,160,43.71997064910829067230224609375,-79.35830245725810527801513671875
86,2020-07-08T18:36:26.000Z,28.0,84,160,43.7199789471924304962158203125,-79.35842567123472690582275390625
87,2020-07-08T18:36:29.000Z,28.0,86,158,43.72001591138541698455810546875,-79.35859716497361660003662109375
88,2020-07-08T18:36:34.000Z,28.0,88,160,43.71993427164852619171142578125,-79.3588327802717685699462890625
89,2020-07-08T18:36:41.000Z,28.0,88,159,43.7199152447283267974853515625,-79.3590111471712589263916015625
90,2020-07-08T18:36:46.000Z,28.0,88,156,43.7199957109987735748291015625,-79.3592465110123157501220703125
91,2020-07-08T18:36:54.000Z,28.0,90,153,43.7199895083904266357421875,-79.35943116433918476104736328125
92,2020-07-08T18:37:00.000Z,28.0,88,154,43.71994592249393463134765625,-79.359685219824314117431640625
93,2020-07-08T18:37:06.000Z,28.0,88,155,43.71989605017006397247314453125,-79.3600189872086048126220703125
94,2020-07-08T18:37:13.000Z,28.0,87,154,43.719893954694271087646484375,-79.3601651675999164581298828125
95,2020-07-08T18:37:17.000Z,28.0,87,151,43.719935528934001922607421875,-79.36040706932544708251953125
96,2020-07-08T18:37:23.000Z,28.0,86,150,43.71998238377273082733154296875,-79.3606902100145816802978515625
97,2020-07-08T18:37:31.000Z,28.0,87,150,43.72001255862414836883544921875,-79.36084636487066745758056640625
98,2020-07-08T18:37:35.000Z,28.0,87,153,43.72004759497940540313720703125,-79.36109237372875213623046875
99,2020-07-08T18:37:42.000Z,28.0,85,154,43.72018321417272090911865234375,-79.36130150221288204193115234375
100,2020-07-08T18:37:49.000Z,28.0,84,156,43.720241971313953399658203125,-79.36144910752773284912109375
101,2020-07-08T18:37:54.000Z,28.0,84,157,43.7202706374228000640869140625,-79.361516498029232025146484375
102,2020-07-08T18:37:57.000Z,28.0,84,157,43.720335848629474639892578125,-79.36157944612205028533935546875
103,2020-07-08T18:38:01.000Z,28.0,88,158,43.72036107815802097320556640625,-79.36158321797847747802734375
104,2020-07-08T18:38:02.000Z,28.0,88,158,43.72038220055401325225830078125,-79.3615773506462574005126953125
105,2020-07-08T18:38:03.000Z,28.0,88,158,43.72042695991694927215576171875,-79.361513815820217132568359375
106,2020-07-08T18:38:06.000Z,28.0,87,157,43.72043333016335964202880859375,-79.361444748938083648681640625
107,2020-07-08T18:38:09.000Z,28.0,86,157,43.72042092494666576385498046875,-79.3613577447831630706787109375
108,2020-07-08T18:38:12.000Z,28.0,82,158,43.72039653360843658447265625,-79.36127786524593830108642578125
109,2020-07-08T18:38:15.000Z,28.0,82,159,43.72043400071561336517333984375,-79.36120645143091678619384765625
110,2020-07-08T18:38:19.000Z,28.0,82,158,43.7204714678227901458740234375,-79.3611857481300830841064453125
111,2020-07-08T18:38:21.000Z,28.0,83,159,43.72049133293330669403076171875,-79.3611770309507846832275390625
112,2020-07-08T18:38:22.000Z,28.0,83,159,43.72051429934799671173095703125,-79.36116470955312252044677734375
113,2020-07-08T18:38:23.000Z,28.0,82,159,43.72054564766585826873779296875,-79.36113528907299041748046875
114,2020-07-08T18:38:25.000Z,28.0,82,159,43.7206075899302959442138671875,-79.36109430156648159027099609375
115,2020-07-08T18:38:28.000Z,28.0,81,158,43.72062527574598789215087890625,-79.36108659021556377410888671875
116,2020-07-08T18:38:29.000Z,28.0,81,158,43.72066886164247989654541015625,-79.36108441092073917388916015625
117,2020-07-08T18:38:31.000Z,28.0,81,158,43.7207007966935634613037109375,-79.361072592437267303466796875
118,2020-07-08T18:38:33.000Z,28.0,80,157,43.72075368650257587432861328125,-79.36106957495212554931640625
119,2020-07-08T18:38:35.000Z,28.0,81,156,43.7208369188010692596435546875,-79.3610506318509578704833984375
120,2020-07-08T18:38:38.000Z,28.0,81,156,43.72086248360574245452880859375,-79.36103562824428081512451171875
121,2020-07-08T18:38:41.000Z,28.0,81,157,43.72087187133729457855224609375,-79.36102288775146007537841796875
122,2020-07-08T18:38:42.000Z,28.0,82,158,43.72089450247585773468017578125,-79.36101417057216167449951171875
123,2020-07-08T18:38:44.000Z,28.0,84,158,43.720921576023101806640625,-79.36102272011339664459228515625
124,2020-07-08T18:38:45.000Z,28.0,83,158,43.72101855464279651641845703125,-79.36106245033442974090576171875
125,2020-07-08T18:38:49.000Z,28.0,79,158,43.721044957637786865234375,-79.3610541522502899169921875
126,2020-07-08T18:38:50.000Z,28.0,79,157,43.72118585743010044097900390625,-79.36088944785296916961669921875
127,2020-07-08T18:38:57.000Z,28.0,82,156,43.72128610499203205108642578125,-79.3606533296406269073486328125
128,2020-07-08T18:39:04.000Z,28.0,83,158,43.72131007723510265350341796875,-79.3604045547544956207275390625
129,2020-07-08T18:39:11.000Z,28.0,83,158,43.72127856127917766571044921875,-79.36025359667837619781494140625
130,2020-07-08T18:39:15.000Z,28.0,83,155,43.72131778858602046966552734375,-79.3599874712526798248291015625
131,2020-07-08T18:39:25.000Z,28.0,83,157,43.72148525901138782501220703125,-79.3597283028066158294677734375
132,2020-07-08T18:39:33.000Z,28.0,85,156,43.72154259122908115386962890625,-79.35951481573283672332763671875
133,2020-07-08T18:39:39.000Z,28.0,85,156,43.72152532450854778289794921875,-79.35927023179829120635986328125
134,2020-07-08T18:39:45.000Z,28.0,85,155,43.72158919461071491241455078125,-79.35908616520464420318603515625
135,2020-07-08T18:39:50.000Z,28.0,84,152,43.72158902697265148162841796875,-79.35882548801600933074951171875
136,2020-07-08T18:39:57.000Z,28.0,85,152,43.7216697447001934051513671875,-79.35858073644340038299560546875
137,2020-07-08T18:40:06.000Z,28.0,84,155,43.72169078327715396881103515625,-79.35855709947645664215087890625
138,2020-07-08T18:40:08.000Z,28.0,86,159,43.72171358205378055572509765625,-79.35854159295558929443359375
139,2020-07-08T18:40:10.000Z,28.0,85,163,43.72175917960703372955322265625,-79.35841712169349193572998046875
140,2020-07-08T18:40:17.000Z,28.0,83,170,43.72176974080502986907958984375,-79.358379654586315155029296875
141,2020-07-08T18:40:18.000Z,28.0,83,175,43.72173939831554889678955078125,-79.35830832459032535552978515625
142,2020-07-08T18:40:21.000Z,28.0,81,175,43.72172934003174304962158203125,-79.35824596323072910308837890625
143,2020-07-08T18:40:23.000Z,28.0,81,175,43.7217290885746479034423828125,-79.35820891521871089935302734375
144,2020-07-08T18:40:24.000Z,28.0,81,175,43.721731267869472503662109375,-79.358176477253437042236328125
145,2020-07-08T18:40:25.000Z,28.0,81,175,43.72172665782272815704345703125,-79.35808519832789897918701171875
146,2020-07-08T18:40:28.000Z,28.0,85,175,43.7217062897980213165283203125,-79.35801931656897068023681640625
147,2020-07-08T18:40:31.000Z,28.0,81,172,43.72172380797564983367919921875,-79.35772083699703216552734375
148,2020-07-08T18:40:41.000Z,28.0,85,171,43.72171877883374691009521484375,-79.357548169791698455810546875
149,2020-07-08T18:40:46.000Z,28.0,84,168,43.7217994965612888336181640625,-79.35728003270924091339111328125
150,2020-07-08T18:40:53.000Z,28.0,85,166,43.72181114740669727325439453125,-79.3569924496114253997802734375
151,2020-07-08T18:41:00.000Z,28.0,83,165,43.72198440134525299072265625,-79.356807880103588104248046875
152,2020-07-08T18:41:08.000Z,28.0,89,164,43.72202052734792232513427734375,-79.35677577741444110870361328125
153,2020-07-08T18:41:11.000Z,28.0,88,166,43.7220465950667858123779296875,-79.3567694909870624542236328125
154,2020-07-08T18:41:13.000Z,28.0,86,166,43.72204332612454891204833984375,-79.35677594505250453948974609375
155,2020-07-08T18:41:15.000Z,28.0,86,166,43.72201859951019287109375,-79.35675012879073619842529296875
156,2020-07-08T18:41:20.000Z,28.0,85,167,43.72200275771319866180419921875,-79.3566714227199554443359375
157,2020-07-08T18:41:22.000Z,28.0,85,168,43.72195062227547168731689453125,-79.35638266615569591522216796875
158,2020-07-08T18:41:29.000Z,28.0,83,167,43.7219255603849887847900390625,-79.3562850169837474822998046875
159,2020-07-08T18:41:32.000Z,28.0,94,168,43.721886835992336273193359375,-79.35616054572165012359619140625
160,2020-07-08T18:41:37.000Z,28.0,90,170,43.72188893146812915802001953125,-79.35606658458709716796875
161,2020-07-08T18:41:41.000Z,28.0,87,169,43.7218839861452579498291015625,-79.35597832314670085906982421875
162,2020-07-08T18:41:44.000Z,28.0,85,168,43.721777535974979400634765625,-79.3558297120034694671630859375
163,2020-07-08T18:41:48.000Z,28.0,84,166,43.721724562346935272216796875,-79.35575335286557674407958984375
164,2020-07-08T18:41:49.000Z,28.0,84,166,43.7216660566627979278564453125,-79.35551094822585582733154296875
165,2020-07-08T18:41:56.000Z,28.0,83,165,43.7217357940971851348876953125,-79.355252198874950408935546875
166,2020-07-08T18:42:03.000Z,28.0,84,166,43.72174962423741817474365234375,-79.355158992111682891845703125
167,2020-07-08T18:42:06.000Z,28.0,85,166,43.72192002832889556884765625,-79.3550813756883144378662109375
168,2020-07-08T18:42:15.000Z,28.0,86,167,43.72207081876695156097412109375,-79.35498054139316082000732421875
169,2020-07-08T18:42:23.000Z,28.0,85,168,43.72209177352488040924072265625,-79.3548755161464214324951171875
170,2020-07-08T18:42:28.000Z,28.0,79,166,43.72209344990551471710205078125,-79.3546126596629619598388671875
171,2020-07-08T18:42:36.000Z,28.0,81,164,43.7221139855682849884033203125,-79.35446924529969692230224609375
172,2020-07-08T18:42:42.000Z,29.0,82,163,43.72214474715292453765869140625,-79.3544054590165615081787109375
173,2020-07-08T18:42:45.000Z,29.0,82,164,43.72216536663472652435302734375,-79.35436966829001903533935546875
174,2020-07-08T18:42:47.000Z,29.0,81,163,43.722179867327213287353515625,-79.35430361889302730560302734375
175,2020-07-08T18:42:49.000Z,29.0,79,162,43.722183220088481903076171875,-79.3542565964162349700927734375
176,2020-07-08T18:42:51.000Z,29.0,77,158,43.72217877767980098724365234375,-79.3541536666452884674072265625
177,2020-07-08T18:42:55.000Z,29.0,83,164,43.72222487814724445343017578125,-79.3540017865598201751708984375
178,2020-07-08T18:43:02.000Z,29.0,87,165,43.7222809530794620513916015625,-79.353810511529445648193359375
179,2020-07-08T18:43:08.000Z,29.0,86,162,43.72229428030550479888916015625,-79.35377740301191806793212890625
180,2020-07-08T18:43:09.000Z,29.0,86,159,43.7222988903522491455078125,-79.35370825231075286865234375
181,2020-07-08T18:43:11.000Z,29.0,86,156,43.72233308851718902587890625,-79.3536333180963993072509765625
182,2020-07-08T18:43:13.000Z,29.0,85,158,43.7223738245666027069091796875,-79.353595264256000518798828125
183,2020-07-08T18:43:15.000Z,29.0,85,162,43.72237390838563442230224609375,-79.3535243533551692962646484375
184,2020-07-08T18:43:17.000Z,29.0,84,166,43.72238346375524997711181640625,-79.35344849713146686553955078125
185,2020-07-08T18:43:19.000Z,29.0,84,169,43.722399137914180755615234375,-79.35328907333314418792724609375
186,2020-07-08T18:43:24.000Z,29.0,86,172,43.72239385731518268585205078125,-79.3531089462339878082275390625
187,2020-07-08T18:43:29.000Z,29.0,83,171,43.72247884981334209442138671875,-79.35288841836154460906982421875
188,2020-07-08T18:43:36.000Z,29.0,87,171,43.722531236708164215087890625,-79.35269764624536037445068359375
189,2020-07-08T18:43:43.000Z,29.0,83,168,43.722545988857746124267578125,-79.35263578779995441436767578125
190,2020-07-08T18:43:45.000Z,29.0,84,168,43.7225850485265254974365234375,-79.3524883501231670379638671875
191,2020-07-08T18:43:50.000Z,29.0,87,170,43.72266576625406742095947265625,-79.35240830294787883758544921875
192,2020-07-08T18:43:54.000Z,29.0,86,168,43.72276567853987216949462890625,-79.35235566459596157073974609375
193,2020-07-08T18:43:58.000Z,29.0,85,164,43.72281027026474475860595703125,-79.35232616029679775238037109375
194,2020-07-08T18:44:00.000Z,29.0,85,161,43.72291320003569126129150390625,-79.35216958634555339813232421875
195,2020-07-08T18:44:06.000Z,29.0,87,160,43.72294672764837741851806640625,-79.35204184614121913909912109375
196,2020-07-08T18:44:11.000Z,29.0,84,161,43.72299165464937686920166015625,-79.35178267769515514373779296875
197,2020-07-08T18:44:19.000Z,29.0,83,157,43.72303389944136142730712890625,-79.3517222441732883453369140625
198,2020-07-08T18:44:21.000Z,29.0,84,157,43.72310665436089038848876953125,-79.3516441248357295989990234375
199,2020-07-08T18:44:24.000Z,29.0,86,162,43.7231181375682353973388671875,-79.35161889530718326568603515625
200,2020-07-08T18:44:25.000Z,29.0,85,162,43.7231411039829254150390625,-79.35157212428748607635498046875
201,2020-07-08T18:44:27.000Z,29.0,83,163,43.723212182521820068359375,-79.35150884091854095458984375
202,2020-07-08T18:44:30.000Z,29.0,84,162,43.72336515225470066070556640625,-79.351516552269458770751953125
203,2020-07-08T18:44:36.000Z,29.0,84,159,43.723555505275726318359375,-79.35147237963974475860595703125
204,2020-07-08T18:44:45.000Z,29.0,84,157,43.72365466319024562835693359375,-79.35148411430418491363525390625
205,2020-07-08T18:44:50.000Z,29.0,81,158,43.7238235585391521453857421875,-79.35137179680168628692626953125
206,2020-07-08T18:44:59.000Z,29.0,82,157,43.72388063929975032806396484375,-79.35134120285511016845703125
207,2020-07-08T18:45:01.000Z,29.0,83,151,43.72393797151744365692138671875,-79.3513259477913379669189453125
208,2020-07-08T18:45:03.000Z,29.0,83,150,43.7239888496696949005126953125,-79.3513356707990169525146484375
209,2020-07-08T18:45:04.000Z,29.0,83,150,43.72403721325099468231201171875,-79.35135318897664546966552734375
210,2020-07-08T18:45:06.000Z,29.0,81,153,43.7240813858807086944580078125,-79.35136173851788043975830078125
211,2020-07-08T18:45:08.000Z,29.0,81,156,43.72423921711742877960205078125,-79.3514491617679595947265625
212,2020-07-08T18:45:15.000Z,29.0,84,159,43.72439310885965824127197265625,-79.35156391002237796783447265625
213,2020-07-08T18:45:23.000Z,29.0,82,159,43.7244833819568157196044921875,-79.351623840630054473876953125
214,2020-07-08T18:45:27.000Z,29.0,81,158,43.7246604077517986297607421875,-79.3515559472143650054931640625
215,2020-07-08T18:45:36.000Z,29.0,81,160,43.72482645325362682342529296875,-79.35145427472889423370361328125
216,2020-07-08T18:45:45.000Z,29.0,82,159,43.72486199252307415008544921875,-79.351461231708526611328125
217,2020-07-08T18:45:47.000Z,29.0,82,159,43.7249494157731533050537109375,-79.3514583818614482879638671875
218,2020-07-08T18:45:51.000Z,29.0,81,161,43.72506718151271343231201171875,-79.351505823433399200439453125
219,2020-07-08T18:45:56.000Z,29.0,82,158,43.7252253480255603790283203125,-79.351654686033725738525390625
220,2020-07-08T18:46:02.000Z,29.0,84,159,43.725354932248592376708984375,-79.3518315441906452178955078125
221,2020-07-08T18:46:10.000Z,29.0,83,158,43.7254161201417446136474609375,-79.3519039638340473175048828125
222,2020-07-08T18:46:13.000Z,29.0,82,158,43.72545811347663402557373046875,-79.35203044675290584564208984375
223,2020-07-08T18:46:18.000Z,29.0,82,161,43.72548200190067291259765625,-79.35211476869881153106689453125
224,2020-07-08T18:46:21.000Z,29.0,83,163,43.7255069799721240997314453125,-79.3521705083549022674560546875
225,2020-07-08T18:46:23.000Z,29.0,81,163,43.7255170382559299468994140625,-79.352238066494464874267578125
226,2020-07-08T18:46:25.000Z,29.0,81,163,43.72553086839616298675537109375,-79.35232079587876796722412109375
227,2020-07-08T18:46:28.000Z,29.0,81,162,43.72553723864257335662841796875,-79.35235784389078617095947265625
228,2020-07-08T18:46:29.000Z,29.0,81,162,43.72562658973038196563720703125,-79.3526154197752475738525390625
229,2020-07-08T18:46:35.000Z,29.0,85,162,43.72571309097111225128173828125,-79.35287249274551868438720703125
230,2020-07-08T18:46:42.000Z,29.0,82,164,43.7257669866085052490234375,-79.35295597650110721588134765625
231,2020-07-08T18:46:46.000Z,29.0,84,163,43.72577109374105930328369140625,-79.35305035673081874847412109375
232,2020-07-08T18:46:51.000Z,29.0,84,162,43.72582733631134033203125,-79.353286810219287872314453125
233,2020-07-08T18:46:59.000Z,29.0,86,164,43.7258955650031566619873046875,-79.3535179831087589263916015625
234,2020-07-08T18:47:06.000Z,29.0,83,164,43.72591316699981689453125,-79.353538267314434051513671875
235,2020-07-08T18:47:07.000Z,29.0,83,160,43.72599354945123195648193359375,-79.353660978376865386962890625
236,2020-07-08T18:47:12.000Z,29.0,83,159,43.72604794800281524658203125,-79.35372225008904933929443359375
237,2020-07-08T18:47:15.000Z,29.0,81,160,43.7261731736361980438232421875,-79.3539209850132465362548828125
238,2020-07-08T18:47:23.000Z,29.0,82,162,43.726183734834194183349609375,-79.35394437052309513092041015625
239,2020-07-08T18:47:24.000Z,29.0,83,163,43.72632480226457118988037109375,-79.35410379432141780853271484375
240,2020-07-08T18:47:33.000Z,29.0,83,164,43.72650249861180782318115234375,-79.3542163632810115814208984375
241,2020-07-08T18:47:43.000Z,29.0,83,161,43.72652211226522922515869140625,-79.35421845875680446624755859375
242,2020-07-08T18:47:44.000Z,29.0,83,157,43.7265359424054622650146484375,-79.354221560060977935791015625
243,2020-07-08T18:47:45.000Z,29.0,80,160,43.72655144892632961273193359375,-79.35421979986131191253662109375
244,2020-07-08T18:47:46.000Z,29.0,80,160,43.72672579251229763031005859375,-79.3541791476309299468994140625
245,2020-07-08T18:47:54.000Z,29.0,83,161,43.7267877347767353057861328125,-79.35420454479753971099853515625
246,2020-07-08T18:47:56.000Z,29.0,83,161,43.7268397025763988494873046875,-79.35423974879086017608642578125
247,2020-07-08T18:47:58.000Z,29.0,82,161,43.7268732301890850067138671875,-79.35431770049035549163818359375
248,2020-07-08T18:48:01.000Z,29.0,82,164,43.72688940726220607757568359375,-79.35435122810304164886474609375
249,2020-07-08T18:48:03.000Z,29.0,82,165,43.72690466232597827911376953125,-79.35444577597081661224365234375
250,2020-07-08T18:48:07.000Z,29.0,82,165,43.726897202432155609130859375,-79.35452456586062908172607421875
251,2020-07-08T18:48:12.000Z,29.0,84,164,43.7268963642418384552001953125,-79.35478792525827884674072265625
252,2020-07-08T18:48:22.000Z,29.0,86,163,43.726883120834827423095703125,-79.3548609316349029541015625
253,2020-07-08T18:48:23.000Z,29.0,85,160,43.7268702127039432525634765625,-79.35492404736578464508056640625
254,2020-07-08T18:48:24.000Z,29.0,85,157,43.726865351200103759765625,-79.35496444813907146453857421875
255,2020-07-08T18:48:25.000Z,29.0,85,157,43.72681128792464733123779296875,-79.35521121136844158172607421875
256,2020-07-08T18:48:32.000Z,29.0,84,157,43.726743645966053009033203125,-79.3554832041263580322265625
257,2020-07-08T18:48:38.000Z,29.0,84,157,43.7266827933490276336669921875,-79.3556674383580684661865234375
258,2020-07-08T18:48:44.000Z,29.0,84,160,43.7266717292368412017822265625,-79.3557059951126575469970703125
259,2020-07-08T18:48:45.000Z,29.0,84,165,43.7266606651246547698974609375,-79.3557442165911197662353515625
260,2020-07-08T18:48:46.000Z,29.0,84,165,43.72660559602081775665283203125,-79.3559981882572174072265625
